scale_label,official_id,query_name,run_phase,candidate_count,global_best_candidate_id,global_best_g_class,global_best_group,global_best_p95_latency_ms,activated_best_candidate_id,activated_best_g_class,activated_best_group,activated_best_p95_latency_ms,activated_regret,primary_best_candidate_id,primary_best_g_class,primary_best_p95_latency_ms,primary_regret,secondary_best_candidate_id,secondary_best_g_class,secondary_best_p95_latency_ms,control_best_candidate_id,control_best_g_class,control_best_p95_latency_ms,activated_top1_preserved,primary_top1_preserved
sf1,IC3,IC3_FriendsAndFriendsOfFriendsInCountries,hot,4,ldbc_snb_ic3_g7_a1750f34,G7,secondary_affected,3664.1984829446296,ldbc_snb_ic3_g7_a1750f34,G7,secondary_affected,3664.1984829446296,0.0,ldbc_snb_ic3_g3_f4732bc1,G3,3987.060527410358,0.08811259705731596,ldbc_snb_ic3_g7_a1750f34,G7,3664.1984829446296,,,,True,False
sf1,IC4,IC4_NewTopics,cold,2,ldbc_snb_ic4_g0_54d8940c,G0,primary,60.4743191273883,ldbc_snb_ic4_g0_54d8940c,G0,primary,60.4743191273883,0.0,ldbc_snb_ic4_g0_54d8940c,G0,60.4743191273883,0.0,,,,,,,True,True
sf1,IC4,IC4_NewTopics,hot,2,ldbc_snb_ic4_g3_00df9f3e,G3,primary,61.061802972108126,ldbc_snb_ic4_g3_00df9f3e,G3,primary,61.061802972108126,0.0,ldbc_snb_ic4_g3_00df9f3e,G3,61.061802972108126,0.0,,,,,,,True,True
sf1,IC5,IC5_NewGroups,cold,6,ldbc_snb_ic5_g0_f44bd6f8,G0,primary,8659.264938975684,ldbc_snb_ic5_g0_f44bd6f8,G0,primary,8659.264938975684,0.0,ldbc_snb_ic5_g0_f44bd6f8,G0,8659.264938975684,0.0,ldbc_snb_ic5_g7_a2002d4c,G7,8725.778224156238,,,,True,True
sf1,IC5,IC5_NewGroups,hot,6,ldbc_snb_ic5_g7_a2002d4c,G7,secondary_affected,8636.625373270363,ldbc_snb_ic5_g7_a2002d4c,G7,secondary_affected,8636.625373270363,0.0,ldbc_snb_ic5_g3_45734260,G3,8646.56364643015,0.0011507125445715393,ldbc_snb_ic5_g7_a2002d4c,G7,8636.625373270363,,,,True,False
sf1,IC6,IC6_TagCoOccurrence,cold,2,ldbc_snb_ic6_g3_9a00a0b5,G3,primary,89.81447690166533,ldbc_snb_ic6_g3_9a00a0b5,G3,primary,89.81447690166533,0.0,ldbc_snb_ic6_g3_9a00a0b5,G3,89.81447690166533,0.0,,,,,,,True,True
sf1,IC6,IC6_TagCoOccurrence,hot,2,ldbc_snb_ic6_g0_f6a698ed,G0,primary,82.23682607058436,ldbc_snb_ic6_g0_f6a698ed,G0,primary,82.23682607058436,0.0,ldbc_snb_ic6_g0_f6a698ed,G0,82.23682607058436,0.0,,,,,,,True,True
sf1,IC7,IC7_RecentLikers,cold,4,ldbc_snb_ic7_g3_d6d26f02,G3,primary,1.4170985901728272,ldbc_snb_ic7_g3_d6d26f02,G3,primary,1.4170985901728272,0.0,ldbc_snb_ic7_g3_d6d26f02,G3,1.4170985901728272,0.0,ldbc_snb_ic7_g6_084f8a43,G6,1.684362767264247,,,,True,True
sf1,IC7,IC7_RecentLikers,hot,4,ldbc_snb_ic7_g6_084f8a43,G6,secondary_affected,1.1722147930413485,ldbc_snb_ic7_g6_084f8a43,G6,secondary_affected,1.1722147930413485,0.0,ldbc_snb_ic7_g3_d6d26f02,G3,1.727527915500103,0.4737298366777791,ldbc_snb_ic7_g6_084f8a43,G6,1.1722147930413485,,,,True,False
sf1,INS1,INS1_AddPerson,cold,2,ldbc_snb_ins1_g3_10a467d5,G3,primary,2.245115465484558,ldbc_snb_ins1_g3_10a467d5,G3,primary,2.245115465484558,0.0,ldbc_snb_ins1_g3_10a467d5,G3,2.245115465484558,0.0,,,,,,,True,True
sf1,INS1,INS1_AddPerson,hot,2,ldbc_snb_ins1_g3_10a467d5,G3,primary,1.874242164194584,ldbc_snb_ins1_g3_10a467d5,G3,primary,1.874242164194584,0.0,ldbc_snb_ins1_g3_10a467d5,G3,1.874242164194584,0.0,,,,,,,True,True
sf1,INS2,INS2_AddLikeToPost,cold,2,ldbc_snb_ins2_g6_f226f1c0,G6,primary,0.7011896697804332,ldbc_snb_ins2_g6_f226f1c0,G6,primary,0.7011896697804332,0.0,ldbc_snb_ins2_g6_f226f1c0,G6,0.7011896697804332,0.0,,,,,,,True,True
sf1,INS2,INS2_AddLikeToPost,hot,2,ldbc_snb_ins2_g6_f226f1c0,G6,primary,0.5551356123760343,ldbc_snb_ins2_g6_f226f1c0,G6,primary,0.5551356123760343,0.0,ldbc_snb_ins2_g6_f226f1c0,G6,0.5551356123760343,0.0,,,,,,,True,True
