scale_label,official_id,query_name,candidate_id_benchmark,g_class,benchmark_group,p95_latency_ms,avg_latency_ms,component_count,total_docs_examined,total_keys_examined,total_n_returned,total_execution_time_millis,has_IXSCAN,has_COLLSCAN,has_FETCH,has_SORT,has_LOOKUP,has_GROUP,has_UNWIND,used_disk_any,stage_list,index_names,collection_names
sf3,IC2,IC2_RecentMessagesByFriends,ldbc_snb_ic2_g0_bcc20fff,G0,primary,36.35683855973183,23.531619366258383,4.0,15528.0,15536.0,48.0,189.0,True,False,True,True,False,False,False,False,DB|EQ|FETCH|IN|IXSCAN|LIMIT|SORT,creation_date_1|creator_person_id_1|person1_id_1|person2_id_1,ldbc_snb_phys_sf3_sf3_ldbc_snb_ic2_g0_bcc20fff.comments|ldbc_snb_phys_sf3_sf3_ldbc_snb_ic2_g0_bcc20fff.person_knows_person|ldbc_snb_phys_sf3_sf3_ldbc_snb_ic2_g0_bcc20fff.posts
sf3,IC3,IC3_FriendsAndFriendsOfFriendsInCountries,ldbc_snb_ic3_g7_a1750f34,G7,secondary_affected,5790.021879947744,4338.696798821911,3.0,9.0,9.0,9.0,0.0,True,False,True,False,False,False,False,False,DB|EQ|EXPRESS_IXSCAN|FETCH|IXSCAN|LIMIT,person1_id_1|person2_id_1|person_id_1,ldbc_snb_phys_sf3_sf3_ldbc_snb_ic3_g7_a1750f34.person_knows_person|ldbc_snb_phys_sf3_sf3_ldbc_snb_ic3_g7_a1750f34.persons
sf3,IC4,IC4_NewTopics,ldbc_snb_ic4_g0_54d8940c,G0,primary,62.66664217691868,47.16428159736097,4.0,4161.0,4173.0,48.0,19.0,True,False,True,True,False,False,False,False,DB|EQ|FETCH|IN|IXSCAN|LIMIT|SORT,creation_date_1|creator_person_id_1|person1_id_1|person2_id_1|post_id_1,ldbc_snb_phys_sf3_sf3_ldbc_snb_ic4_g0_54d8940c.person_knows_person|ldbc_snb_phys_sf3_sf3_ldbc_snb_ic4_g0_54d8940c.post_has_tag|ldbc_snb_phys_sf3_sf3_ldbc_snb_ic4_g0_54d8940c.posts
sf3,IC5,IC5_NewGroups,ldbc_snb_ic5_g9_7a7a63d2,G9,secondary_affected,16242.84667596221,13014.31787717156,4.0,42.0,42.0,42.0,0.0,True,False,True,False,False,False,False,False,DB|EQ|EXPRESS_IXSCAN|FETCH|IN|IXSCAN|LIMIT,person1_id_1|person2_id_1|person_id_1|root_id_1,ldbc_snb_phys_sf3_sf3_ldbc_snb_ic5_g9_7a7a63d2.forum_has_member_person|ldbc_snb_phys_sf3_sf3_ldbc_snb_ic5_g9_7a7a63d2.person_knows_person|ldbc_snb_phys_sf3_sf3_ldbc_snb_ic5_g9_7a7a63d2.phys_ldbc_snb_ic5_g9_7a7a63d2_root_summary
sf3,IC6,IC6_TagCoOccurrence,ldbc_snb_ic6_g3_9a00a0b5,G3,primary,99.28986779414116,84.10374890081584,6.0,50.0,54.0,50.0,0.0,True,False,True,False,False,False,False,False,DB|EQ|EXPRESS_IXSCAN|FETCH|IN|IXSCAN|LIMIT,creator_person_id_1|person1_id_1|person2_id_1|post_id_1|root_id_1|tag_id_1,ldbc_snb_phys_sf3_sf3_ldbc_snb_ic6_g3_9a00a0b5.person_knows_person|ldbc_snb_phys_sf3_sf3_ldbc_snb_ic6_g3_9a00a0b5.phys_ldbc_snb_ic6_g3_9a00a0b5_root_summary|ldbc_snb_phys_sf3_sf3_ldbc_snb_ic6_g3_9a00a0b5.post_has_tag|ldbc_snb_phys_sf3_sf3_ldbc_snb_ic6_g3_9a00a0b5.posts|ldbc_snb_phys_sf3_sf3_ldbc_snb_ic6_g3_9a00a0b5.tags
sf3,IC7,IC7_RecentLikers,ldbc_snb_ic7_g3_d6d26f02,G3,primary,0.8586212992668152,0.6576824933290482,2.0,1.0,1.0,1.0,0.0,True,False,True,False,False,False,False,False,AND|DB|EQ|EXPRESS_IXSCAN|FETCH|IN|IXSCAN|LIMIT|OR|SUBPLAN,owner_person_id_1|person1_id_1|person2_id_1,ldbc_snb_ic7_missing_qplan_sf3_ldbc_snb_ic7_g3_d6d26f02.ic7_g3_person_recent_liker_summary|ldbc_snb_ic7_missing_qplan_sf3_ldbc_snb_ic7_g3_d6d26f02.person_knows_person
sf3,INS1,INS1_AddPerson,ldbc_snb_ins1_g3_10a467d5,G3,primary,1.233651558868587,1.0407367255538702,,,,,,,,,,,,,,,,
sf3,INS2,INS2_AddLikeToPost,ldbc_snb_ins2_g4_9fb1f96c,G4,primary,1.664909720420837,1.2514051515609026,,,,,,,,,,,,,,,,
sf3,INS3,INS3_AddLikeToComment,ldbc_snb_ins3_g6_c1c01729,G6,primary,1.1133011430501938,1.0269326157867908,,,,,,,,,,,,,,,,
sf3,INS4,INS4_AddForum,ldbc_snb_ins4_g3_b5f0ac72,G3,primary,1.9815747626125813,1.8727292772382496,,,,,,,,,,,,,,,,
sf3,INS5,INS5_AddForumMembership,ldbc_snb_ins5_g6_9496cfdb,G6,primary,0.5913543049246073,0.5272374954074621,,,,,,,,,,,,,,,,
sf3,INS6,INS6_AddPost,ldbc_snb_ins6_g7_2ba4aefb,G7,secondary_affected,1.0188206331804397,0.8987792301923037,,,,,,,,,,,,,,,,
sf3,INS7,INS7_AddComment,ldbc_snb_ins7_g7_c86de251,G7,secondary_affected,1.596001721918583,1.520367804914713,,,,,,,,,,,,,,,,
sf3,INS8,INS8_AddFriendship,ldbc_snb_ins8_g0_2acc6939,G0,primary,0.5076339235529299,0.2765379380434751,,,,,,,,,,,,,,,,
sf3,IS1,IS1_ProfileOfPerson,ldbc_snb_is1_g3_6c817501,G3,primary,0.2856900915503502,0.195127772167325,1.0,1.0,1.0,1.0,0.0,False,False,False,False,False,False,False,False,DB|EQ|EXPRESS_IXSCAN,person_id_1,ldbc_snb_phys_sf3_sf3_ldbc_snb_is1_g3_6c817501.persons
sf3,IS2,IS2_RecentMessagesOfPerson,ldbc_snb_is2_g7_26e684aa,G7,secondary_affected,1.2880705296993256,1.098066009581089,2.0,418.0,418.0,40.0,3.0,True,False,True,True,False,False,False,False,DB|EQ|FETCH|IXSCAN|LIMIT|SORT,creation_date_1|creator_person_id_1,ldbc_snb_phys_sf3_sf3_ldbc_snb_is2_g7_26e684aa.comments|ldbc_snb_phys_sf3_sf3_ldbc_snb_is2_g7_26e684aa.posts
sf3,IS3,IS3_FriendsOfPerson,ldbc_snb_is3_g3_ebc00ba6,G3,primary,0.7044013123959301,0.608215807005763,2.0,8.0,8.0,8.0,0.0,True,False,True,False,False,False,False,False,DB|EQ|FETCH|IXSCAN|LIMIT,person1_id_1|person2_id_1,ldbc_snb_phys_sf3_sf3_ldbc_snb_is3_g3_ebc00ba6.person_knows_person
sf3,IS4,IS4_ContentOfMessage,ldbc_snb_is4_g0_103e0c60,G0,control,4795.356284594163,4525.209210067987,2.0,1.0,1.0,1.0,0.0,False,False,False,False,False,False,False,False,DB|EQ|EXPRESS_IXSCAN,comment_id_1|post_id_1,ldbc_snb_phys_sf3_sf3_ldbc_snb_is4_g0_103e0c60.comments|ldbc_snb_phys_sf3_sf3_ldbc_snb_is4_g0_103e0c60.posts
