dataset,scale_label,query_name,run_phase,baseline,metadata_status,dominant_semantics,depth_D,available_g_classes,desired_g_classes,selected_available_g_classes,missing_g_classes,desired_count,selected_available_count,coverage_ratio,coverage_status,note
ldbc_snb,sf0.1,INS2_AddLikeToPost,cold,depth_only,provisional,association,1,G4|G6,G2|G8|G9,,G2|G8|G9,3,0,0.0,none,
ldbc_snb,sf0.1,INS2_AddLikeToPost,cold,relationship_type_only,provisional,association,1,G4|G6,G0|G2|G3,,G0|G2|G3,3,0,0.0,none,
ldbc_snb,sf0.1,INS2_AddLikeToPost,hot,always_reference,provisional,association,1,G4|G6,CONTROL|G0|G3|G6|G7,G6,CONTROL|G0|G3|G7,5,1,0.2,partial,
ldbc_snb,sf0.1,INS2_AddLikeToPost,hot,always_embed,provisional,association,1,G4|G6,G2|G4|G5|G8|G9,G4,G2|G5|G8|G9,5,1,0.2,partial,
ldbc_snb,sf0.1,INS2_AddLikeToPost,hot,depth_only,provisional,association,1,G4|G6,G2|G8|G9,,G2|G8|G9,3,0,0.0,none,
ldbc_snb,sf0.1,INS2_AddLikeToPost,hot,relationship_type_only,provisional,association,1,G4|G6,G0|G2|G3,,G0|G2|G3,3,0,0.0,none,
ldbc_snb,sf0.1,INS3_AddLikeToComment,cold,always_reference,provisional,association,1,G4|G6,CONTROL|G0|G3|G6|G7,G6,CONTROL|G0|G3|G7,5,1,0.2,partial,
ldbc_snb,sf0.1,INS3_AddLikeToComment,cold,always_embed,provisional,association,1,G4|G6,G2|G4|G5|G8|G9,G4,G2|G5|G8|G9,5,1,0.2,partial,
ldbc_snb,sf0.1,INS3_AddLikeToComment,cold,depth_only,provisional,association,1,G4|G6,G2|G8|G9,,G2|G8|G9,3,0,0.0,none,
ldbc_snb,sf0.1,INS3_AddLikeToComment,cold,relationship_type_only,provisional,association,1,G4|G6,G0|G2|G3,,G0|G2|G3,3,0,0.0,none,
ldbc_snb,sf0.1,INS3_AddLikeToComment,hot,always_reference,provisional,association,1,G4|G6,CONTROL|G0|G3|G6|G7,G6,CONTROL|G0|G3|G7,5,1,0.2,partial,
ldbc_snb,sf0.1,INS3_AddLikeToComment,hot,always_embed,provisional,association,1,G4|G6,G2|G4|G5|G8|G9,G4,G2|G5|G8|G9,5,1,0.2,partial,
ldbc_snb,sf0.1,INS3_AddLikeToComment,hot,depth_only,provisional,association,1,G4|G6,G2|G8|G9,,G2|G8|G9,3,0,0.0,none,
ldbc_snb,sf0.1,INS3_AddLikeToComment,hot,relationship_type_only,provisional,association,1,G4|G6,G0|G2|G3,,G0|G2|G3,3,0,0.0,none,
ldbc_snb,sf0.1,INS4_AddForum,cold,always_reference,provisional,local,0,G0|G3,CONTROL|G0|G3|G6|G7,G0|G3,CONTROL|G6|G7,5,2,0.4,partial,
ldbc_snb,sf0.1,INS4_AddForum,cold,always_embed,provisional,local,0,G0|G3,G2|G4|G5|G8|G9,,G2|G4|G5|G8|G9,5,0,0.0,none,
ldbc_snb,sf0.1,INS4_AddForum,cold,depth_only,provisional,local,0,G0|G3,G2|G8|G9,,G2|G8|G9,3,0,0.0,none,
ldbc_snb,sf0.1,INS4_AddForum,cold,relationship_type_only,provisional,local,0,G0|G3,CONTROL|G0|G1|G2,G0,CONTROL|G1|G2,4,1,0.25,partial,
ldbc_snb,sf0.1,INS4_AddForum,hot,always_reference,provisional,local,0,G0|G3,CONTROL|G0|G3|G6|G7,G0|G3,CONTROL|G6|G7,5,2,0.4,partial,
ldbc_snb,sf0.1,INS4_AddForum,hot,always_embed,provisional,local,0,G0|G3,G2|G4|G5|G8|G9,,G2|G4|G5|G8|G9,5,0,0.0,none,
ldbc_snb,sf0.1,INS4_AddForum,hot,depth_only,provisional,local,0,G0|G3,G2|G8|G9,,G2|G8|G9,3,0,0.0,none,
ldbc_snb,sf0.1,INS4_AddForum,hot,relationship_type_only,provisional,local,0,G0|G3,CONTROL|G0|G1|G2,G0,CONTROL|G1|G2,4,1,0.25,partial,
ldbc_snb,sf0.1,INS5_AddForumMembership,cold,always_reference,provisional,association,1,G4|G6,CONTROL|G0|G3|G6|G7,G6,CONTROL|G0|G3|G7,5,1,0.2,partial,
ldbc_snb,sf0.1,INS5_AddForumMembership,cold,always_embed,provisional,association,1,G4|G6,G2|G4|G5|G8|G9,G4,G2|G5|G8|G9,5,1,0.2,partial,
ldbc_snb,sf0.1,INS5_AddForumMembership,cold,depth_only,provisional,association,1,G4|G6,G2|G8|G9,,G2|G8|G9,3,0,0.0,none,
ldbc_snb,sf0.1,INS5_AddForumMembership,cold,relationship_type_only,provisional,association,1,G4|G6,G0|G2|G3,,G0|G2|G3,3,0,0.0,none,
ldbc_snb,sf0.1,INS5_AddForumMembership,hot,always_reference,provisional,association,1,G4|G6,CONTROL|G0|G3|G6|G7,G6,CONTROL|G0|G3|G7,5,1,0.2,partial,
ldbc_snb,sf0.1,INS5_AddForumMembership,hot,always_embed,provisional,association,1,G4|G6,G2|G4|G5|G8|G9,G4,G2|G5|G8|G9,5,1,0.2,partial,
ldbc_snb,sf0.1,INS5_AddForumMembership,hot,depth_only,provisional,association,1,G4|G6,G2|G8|G9,,G2|G8|G9,3,0,0.0,none,
ldbc_snb,sf0.1,INS5_AddForumMembership,hot,relationship_type_only,provisional,association,1,G4|G6,G0|G2|G3,,G0|G2|G3,3,0,0.0,none,
ldbc_snb,sf0.1,INS6_AddPost,cold,always_reference,provisional,containment,1,G0|G3|G7|G9,CONTROL|G0|G3|G6|G7,G0|G3|G7,CONTROL|G6,5,3,0.6,partial,
ldbc_snb,sf0.1,INS6_AddPost,cold,always_embed,provisional,containment,1,G0|G3|G7|G9,G2|G4|G5|G8|G9,G9,G2|G4|G5|G8,5,1,0.2,partial,
ldbc_snb,sf0.1,INS6_AddPost,cold,depth_only,provisional,containment,1,G0|G3|G7|G9,G2|G8|G9,G9,G2|G8,3,1,0.3333333333333333,partial,
ldbc_snb,sf0.1,INS6_AddPost,cold,relationship_type_only,provisional,containment,1,G0|G3|G7|G9,G7|G8|G9,G7|G9,G8,3,2,0.6666666666666666,partial,
ldbc_snb,sf0.1,INS6_AddPost,hot,always_reference,provisional,containment,1,G0|G3|G7|G9,CONTROL|G0|G3|G6|G7,G0|G3|G7,CONTROL|G6,5,3,0.6,partial,
ldbc_snb,sf0.1,INS6_AddPost,hot,always_embed,provisional,containment,1,G0|G3|G7|G9,G2|G4|G5|G8|G9,G9,G2|G4|G5|G8,5,1,0.2,partial,
ldbc_snb,sf0.1,INS6_AddPost,hot,depth_only,provisional,containment,1,G0|G3|G7|G9,G2|G8|G9,G9,G2|G8,3,1,0.3333333333333333,partial,
ldbc_snb,sf0.1,INS6_AddPost,hot,relationship_type_only,provisional,containment,1,G0|G3|G7|G9,G7|G8|G9,G7|G9,G8,3,2,0.6666666666666666,partial,
ldbc_snb,sf0.1,INS7_AddComment,cold,always_reference,provisional,containment,1,G0|G3|G7|G9,CONTROL|G0|G3|G6|G7,G0|G3|G7,CONTROL|G6,5,3,0.6,partial,
ldbc_snb,sf0.1,INS7_AddComment,cold,always_embed,provisional,containment,1,G0|G3|G7|G9,G2|G4|G5|G8|G9,G9,G2|G4|G5|G8,5,1,0.2,partial,
ldbc_snb,sf0.1,INS7_AddComment,cold,depth_only,provisional,containment,1,G0|G3|G7|G9,G2|G8|G9,G9,G2|G8,3,1,0.3333333333333333,partial,
ldbc_snb,sf0.1,INS7_AddComment,cold,relationship_type_only,provisional,containment,1,G0|G3|G7|G9,G7|G8|G9,G7|G9,G8,3,2,0.6666666666666666,partial,
ldbc_snb,sf0.1,INS7_AddComment,hot,always_reference,provisional,containment,1,G0|G3|G7|G9,CONTROL|G0|G3|G6|G7,G0|G3|G7,CONTROL|G6,5,3,0.6,partial,
ldbc_snb,sf0.1,INS7_AddComment,hot,always_embed,provisional,containment,1,G0|G3|G7|G9,G2|G4|G5|G8|G9,G9,G2|G4|G5|G8,5,1,0.2,partial,
ldbc_snb,sf0.1,INS7_AddComment,hot,depth_only,provisional,containment,1,G0|G3|G7|G9,G2|G8|G9,G9,G2|G8,3,1,0.3333333333333333,partial,
ldbc_snb,sf0.1,INS7_AddComment,hot,relationship_type_only,provisional,containment,1,G0|G3|G7|G9,G7|G8|G9,G7|G9,G8,3,2,0.6666666666666666,partial,
ldbc_snb,sf0.1,INS8_AddFriendship,cold,always_reference,provisional,association,1,G0|G3,CONTROL|G0|G3|G6|G7,G0|G3,CONTROL|G6|G7,5,2,0.4,partial,
ldbc_snb,sf0.1,INS8_AddFriendship,cold,always_embed,provisional,association,1,G0|G3,G2|G4|G5|G8|G9,,G2|G4|G5|G8|G9,5,0,0.0,none,
ldbc_snb,sf0.1,INS8_AddFriendship,cold,depth_only,provisional,association,1,G0|G3,G2|G8|G9,,G2|G8|G9,3,0,0.0,none,
ldbc_snb,sf0.1,INS8_AddFriendship,cold,relationship_type_only,provisional,association,1,G0|G3,G0|G2|G3,G0|G3,G2,3,2,0.6666666666666666,partial,
ldbc_snb,sf0.1,INS8_AddFriendship,hot,always_reference,provisional,association,1,G0|G3,CONTROL|G0|G3|G6|G7,G0|G3,CONTROL|G6|G7,5,2,0.4,partial,
ldbc_snb,sf0.1,INS8_AddFriendship,hot,always_embed,provisional,association,1,G0|G3,G2|G4|G5|G8|G9,,G2|G4|G5|G8|G9,5,0,0.0,none,
ldbc_snb,sf0.1,INS8_AddFriendship,hot,depth_only,provisional,association,1,G0|G3,G2|G8|G9,,G2|G8|G9,3,0,0.0,none,
ldbc_snb,sf0.1,INS8_AddFriendship,hot,relationship_type_only,provisional,association,1,G0|G3,G0|G2|G3,G0|G3,G2,3,2,0.6666666666666666,partial,
ldbc_snb,sf0.1,IS1_ProfileOfPerson,cold,always_reference,provisional,local,0,G0|G3,CONTROL|G0|G3|G6|G7,G0|G3,CONTROL|G6|G7,5,2,0.4,partial,
ldbc_snb,sf0.1,IS1_ProfileOfPerson,cold,always_embed,provisional,local,0,G0|G3,G2|G4|G5|G8|G9,,G2|G4|G5|G8|G9,5,0,0.0,none,
ldbc_snb,sf0.1,IS1_ProfileOfPerson,cold,depth_only,provisional,local,0,G0|G3,G2|G8|G9,,G2|G8|G9,3,0,0.0,none,
ldbc_snb,sf0.1,IS1_ProfileOfPerson,cold,relationship_type_only,provisional,local,0,G0|G3,CONTROL|G0|G1|G2,G0,CONTROL|G1|G2,4,1,0.25,partial,
ldbc_snb,sf0.1,IS1_ProfileOfPerson,hot,always_reference,provisional,local,0,G0|G3,CONTROL|G0|G3|G6|G7,G0|G3,CONTROL|G6|G7,5,2,0.4,partial,
ldbc_snb,sf0.1,IS1_ProfileOfPerson,hot,always_embed,provisional,local,0,G0|G3,G2|G4|G5|G8|G9,,G2|G4|G5|G8|G9,5,0,0.0,none,
ldbc_snb,sf0.1,IS1_ProfileOfPerson,hot,depth_only,provisional,local,0,G0|G3,G2|G8|G9,,G2|G8|G9,3,0,0.0,none,
ldbc_snb,sf0.1,IS1_ProfileOfPerson,hot,relationship_type_only,provisional,local,0,G0|G3,CONTROL|G0|G1|G2,G0,CONTROL|G1|G2,4,1,0.25,partial,
ldbc_snb,sf0.1,IS2_RecentMessagesOfPerson,cold,always_reference,provisional,association,1,G0|G3|G4|G6|G7|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
ldbc_snb,sf0.1,IS2_RecentMessagesOfPerson,cold,always_embed,provisional,association,1,G0|G3|G4|G6|G7|G9,G2|G4|G5|G8|G9,G4|G9,G2|G5|G8,5,2,0.4,partial,
ldbc_snb,sf0.1,IS2_RecentMessagesOfPerson,cold,depth_only,provisional,association,1,G0|G3|G4|G6|G7|G9,G2|G8|G9,G9,G2|G8,3,1,0.3333333333333333,partial,
ldbc_snb,sf0.1,IS2_RecentMessagesOfPerson,cold,relationship_type_only,provisional,association,1,G0|G3|G4|G6|G7|G9,G0|G2|G3,G0|G3,G2,3,2,0.6666666666666666,partial,
ldbc_snb,sf0.1,IS2_RecentMessagesOfPerson,hot,always_reference,provisional,association,1,G0|G3|G4|G6|G7|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
ldbc_snb,sf0.1,IS2_RecentMessagesOfPerson,hot,always_embed,provisional,association,1,G0|G3|G4|G6|G7|G9,G2|G4|G5|G8|G9,G4|G9,G2|G5|G8,5,2,0.4,partial,
ldbc_snb,sf0.1,IS2_RecentMessagesOfPerson,hot,depth_only,provisional,association,1,G0|G3|G4|G6|G7|G9,G2|G8|G9,G9,G2|G8,3,1,0.3333333333333333,partial,
ldbc_snb,sf0.1,IS2_RecentMessagesOfPerson,hot,relationship_type_only,provisional,association,1,G0|G3|G4|G6|G7|G9,G0|G2|G3,G0|G3,G2,3,2,0.6666666666666666,partial,
ldbc_snb,sf0.1,IS3_FriendsOfPerson,cold,always_reference,provisional,association,1,G0|G3,CONTROL|G0|G3|G6|G7,G0|G3,CONTROL|G6|G7,5,2,0.4,partial,
ldbc_snb,sf0.1,IS3_FriendsOfPerson,cold,always_embed,provisional,association,1,G0|G3,G2|G4|G5|G8|G9,,G2|G4|G5|G8|G9,5,0,0.0,none,
ldbc_snb,sf0.1,IS3_FriendsOfPerson,cold,depth_only,provisional,association,1,G0|G3,G2|G8|G9,,G2|G8|G9,3,0,0.0,none,
ldbc_snb,sf0.1,IS3_FriendsOfPerson,cold,relationship_type_only,provisional,association,1,G0|G3,G0|G2|G3,G0|G3,G2,3,2,0.6666666666666666,partial,
ldbc_snb,sf0.1,IS3_FriendsOfPerson,hot,always_reference,provisional,association,1,G0|G3,CONTROL|G0|G3|G6|G7,G0|G3,CONTROL|G6|G7,5,2,0.4,partial,
ldbc_snb,sf0.1,IS3_FriendsOfPerson,hot,always_embed,provisional,association,1,G0|G3,G2|G4|G5|G8|G9,,G2|G4|G5|G8|G9,5,0,0.0,none,
ldbc_snb,sf0.1,IS3_FriendsOfPerson,hot,depth_only,provisional,association,1,G0|G3,G2|G8|G9,,G2|G8|G9,3,0,0.0,none,
ldbc_snb,sf0.1,IS3_FriendsOfPerson,hot,relationship_type_only,provisional,association,1,G0|G3,G0|G2|G3,G0|G3,G2,3,2,0.6666666666666666,partial,
ldbc_snb,sf0.1,IS4_ContentOfMessage,cold,always_reference,provisional,local,0,G0|G1,CONTROL|G0|G3|G6|G7,G0,CONTROL|G3|G6|G7,5,1,0.2,partial,
ldbc_snb,sf0.1,IS4_ContentOfMessage,cold,always_embed,provisional,local,0,G0|G1,G2|G4|G5|G8|G9,,G2|G4|G5|G8|G9,5,0,0.0,none,
ldbc_snb,sf0.1,IS4_ContentOfMessage,cold,depth_only,provisional,local,0,G0|G1,G2|G8|G9,,G2|G8|G9,3,0,0.0,none,
ldbc_snb,sf0.1,IS4_ContentOfMessage,cold,relationship_type_only,provisional,local,0,G0|G1,CONTROL|G0|G1|G2,G0|G1,CONTROL|G2,4,2,0.5,partial,
ldbc_snb,sf0.1,IS4_ContentOfMessage,hot,always_reference,provisional,local,0,G0|G1,CONTROL|G0|G3|G6|G7,G0,CONTROL|G3|G6|G7,5,1,0.2,partial,
ldbc_snb,sf0.1,IS4_ContentOfMessage,hot,always_embed,provisional,local,0,G0|G1,G2|G4|G5|G8|G9,,G2|G4|G5|G8|G9,5,0,0.0,none,
ldbc_snb,sf0.1,IS4_ContentOfMessage,hot,depth_only,provisional,local,0,G0|G1,G2|G8|G9,,G2|G8|G9,3,0,0.0,none,
ldbc_snb,sf0.1,IS4_ContentOfMessage,hot,relationship_type_only,provisional,local,0,G0|G1,CONTROL|G0|G1|G2,G0|G1,CONTROL|G2,4,2,0.5,partial,
ldbc_snb,sf0.1,IS5_CreatorOfMessage,cold,always_reference,provisional,association,1,G0|G3,CONTROL|G0|G3|G6|G7,G0|G3,CONTROL|G6|G7,5,2,0.4,partial,
ldbc_snb,sf0.1,IS5_CreatorOfMessage,cold,always_embed,provisional,association,1,G0|G3,G2|G4|G5|G8|G9,,G2|G4|G5|G8|G9,5,0,0.0,none,
ldbc_snb,sf0.1,IS5_CreatorOfMessage,cold,depth_only,provisional,association,1,G0|G3,G2|G8|G9,,G2|G8|G9,3,0,0.0,none,
ldbc_snb,sf0.1,IS5_CreatorOfMessage,cold,relationship_type_only,provisional,association,1,G0|G3,G0|G2|G3,G0|G3,G2,3,2,0.6666666666666666,partial,
ldbc_snb,sf0.1,IS5_CreatorOfMessage,hot,always_reference,provisional,association,1,G0|G3,CONTROL|G0|G3|G6|G7,G0|G3,CONTROL|G6|G7,5,2,0.4,partial,
ldbc_snb,sf0.1,IS5_CreatorOfMessage,hot,always_embed,provisional,association,1,G0|G3,G2|G4|G5|G8|G9,,G2|G4|G5|G8|G9,5,0,0.0,none,
ldbc_snb,sf0.1,IS5_CreatorOfMessage,hot,depth_only,provisional,association,1,G0|G3,G2|G8|G9,,G2|G8|G9,3,0,0.0,none,
ldbc_snb,sf0.1,IS5_CreatorOfMessage,hot,relationship_type_only,provisional,association,1,G0|G3,G0|G2|G3,G0|G3,G2,3,2,0.6666666666666666,partial,
ldbc_snb,sf0.1,IS6_ForumOfMessage,cold,always_reference,provisional,association,1,G0|G3|G7|G9,CONTROL|G0|G3|G6|G7,G0|G3|G7,CONTROL|G6,5,3,0.6,partial,
ldbc_snb,sf0.1,IS6_ForumOfMessage,cold,always_embed,provisional,association,1,G0|G3|G7|G9,G2|G4|G5|G8|G9,G9,G2|G4|G5|G8,5,1,0.2,partial,
ldbc_snb,sf0.1,IS6_ForumOfMessage,cold,depth_only,provisional,association,1,G0|G3|G7|G9,G2|G8|G9,G9,G2|G8,3,1,0.3333333333333333,partial,
ldbc_snb,sf0.1,IS6_ForumOfMessage,cold,relationship_type_only,provisional,association,1,G0|G3|G7|G9,G0|G2|G3,G0|G3,G2,3,2,0.6666666666666666,partial,
ldbc_snb,sf0.1,IS6_ForumOfMessage,hot,always_reference,provisional,association,1,G0|G3|G7|G9,CONTROL|G0|G3|G6|G7,G0|G3|G7,CONTROL|G6,5,3,0.6,partial,
ldbc_snb,sf0.1,IS6_ForumOfMessage,hot,always_embed,provisional,association,1,G0|G3|G7|G9,G2|G4|G5|G8|G9,G9,G2|G4|G5|G8,5,1,0.2,partial,
ldbc_snb,sf0.1,IS6_ForumOfMessage,hot,depth_only,provisional,association,1,G0|G3|G7|G9,G2|G8|G9,G9,G2|G8,3,1,0.3333333333333333,partial,
ldbc_snb,sf0.1,IS6_ForumOfMessage,hot,relationship_type_only,provisional,association,1,G0|G3|G7|G9,G0|G2|G3,G0|G3,G2,3,2,0.6666666666666666,partial,
ldbc_snb,sf0.1,IS7_RepliesOfMessage,cold,always_reference,provisional,containment,1,G0|G3|G7|G9,CONTROL|G0|G3|G6|G7,G0|G3|G7,CONTROL|G6,5,3,0.6,partial,
ldbc_snb,sf0.1,IS7_RepliesOfMessage,cold,always_embed,provisional,containment,1,G0|G3|G7|G9,G2|G4|G5|G8|G9,G9,G2|G4|G5|G8,5,1,0.2,partial,
ldbc_snb,sf0.1,IS7_RepliesOfMessage,cold,depth_only,provisional,containment,1,G0|G3|G7|G9,G2|G8|G9,G9,G2|G8,3,1,0.3333333333333333,partial,
ldbc_snb,sf0.1,IS7_RepliesOfMessage,cold,relationship_type_only,provisional,containment,1,G0|G3|G7|G9,G7|G8|G9,G7|G9,G8,3,2,0.6666666666666666,partial,
ldbc_snb,sf0.1,IS7_RepliesOfMessage,hot,always_reference,provisional,containment,1,G0|G3|G7|G9,CONTROL|G0|G3|G6|G7,G0|G3|G7,CONTROL|G6,5,3,0.6,partial,
ldbc_snb,sf0.1,IS7_RepliesOfMessage,hot,always_embed,provisional,containment,1,G0|G3|G7|G9,G2|G4|G5|G8|G9,G9,G2|G4|G5|G8,5,1,0.2,partial,
ldbc_snb,sf0.1,IS7_RepliesOfMessage,hot,depth_only,provisional,containment,1,G0|G3|G7|G9,G2|G8|G9,G9,G2|G8,3,1,0.3333333333333333,partial,
ldbc_snb,sf0.1,IS7_RepliesOfMessage,hot,relationship_type_only,provisional,containment,1,G0|G3|G7|G9,G7|G8|G9,G7|G9,G8,3,2,0.6666666666666666,partial,
ldbc_snb,sf1,IC1_TransitiveFriendsWithName,cold,always_reference,provisional,association,2,G0|G3,CONTROL|G0|G3|G6|G7,G0|G3,CONTROL|G6|G7,5,2,0.4,partial,
ldbc_snb,sf1,IC1_TransitiveFriendsWithName,cold,always_embed,provisional,association,2,G0|G3,G2|G4|G5|G8|G9,,G2|G4|G5|G8|G9,5,0,0.0,none,
ldbc_snb,sf1,IC1_TransitiveFriendsWithName,cold,depth_only,provisional,association,2,G0|G3,G3|G4|G5|G6|G9,G3,G4|G5|G6|G9,5,1,0.2,partial,
ldbc_snb,sf1,IC1_TransitiveFriendsWithName,cold,relationship_type_only,provisional,association,2,G0|G3,G0|G2|G3,G0|G3,G2,3,2,0.6666666666666666,partial,
ldbc_snb,sf1,IC1_TransitiveFriendsWithName,hot,always_reference,provisional,association,2,G0|G3,CONTROL|G0|G3|G6|G7,G0|G3,CONTROL|G6|G7,5,2,0.4,partial,
ldbc_snb,sf1,IC1_TransitiveFriendsWithName,hot,always_embed,provisional,association,2,G0|G3,G2|G4|G5|G8|G9,,G2|G4|G5|G8|G9,5,0,0.0,none,
ldbc_snb,sf1,IC1_TransitiveFriendsWithName,hot,depth_only,provisional,association,2,G0|G3,G3|G4|G5|G6|G9,G3,G4|G5|G6|G9,5,1,0.2,partial,
ldbc_snb,sf1,IC1_TransitiveFriendsWithName,hot,relationship_type_only,provisional,association,2,G0|G3,G0|G2|G3,G0|G3,G2,3,2,0.6666666666666666,partial,
ldbc_snb,sf1,IC2_RecentMessagesByFriends,cold,always_reference,provisional,association,2,G0|G3,CONTROL|G0|G3|G6|G7,G0|G3,CONTROL|G6|G7,5,2,0.4,partial,
ldbc_snb,sf1,IC2_RecentMessagesByFriends,cold,always_embed,provisional,association,2,G0|G3,G2|G4|G5|G8|G9,,G2|G4|G5|G8|G9,5,0,0.0,none,
ldbc_snb,sf1,IC2_RecentMessagesByFriends,cold,depth_only,provisional,association,2,G0|G3,G3|G4|G5|G6|G9,G3,G4|G5|G6|G9,5,1,0.2,partial,
ldbc_snb,sf1,IC2_RecentMessagesByFriends,cold,relationship_type_only,provisional,association,2,G0|G3,G0|G2|G3,G0|G3,G2,3,2,0.6666666666666666,partial,
ldbc_snb,sf1,IC2_RecentMessagesByFriends,hot,always_reference,provisional,association,2,G0|G3,CONTROL|G0|G3|G6|G7,G0|G3,CONTROL|G6|G7,5,2,0.4,partial,
ldbc_snb,sf1,IC2_RecentMessagesByFriends,hot,always_embed,provisional,association,2,G0|G3,G2|G4|G5|G8|G9,,G2|G4|G5|G8|G9,5,0,0.0,none,
ldbc_snb,sf1,IC2_RecentMessagesByFriends,hot,depth_only,provisional,association,2,G0|G3,G3|G4|G5|G6|G9,G3,G4|G5|G6|G9,5,1,0.2,partial,
ldbc_snb,sf1,IC2_RecentMessagesByFriends,hot,relationship_type_only,provisional,association,2,G0|G3,G0|G2|G3,G0|G3,G2,3,2,0.6666666666666666,partial,
ldbc_snb,sf1,IC3_FriendsAndFriendsOfFriendsInCountries,cold,always_reference,provisional,association,3,G0|G3|G7|G9,CONTROL|G0|G3|G6|G7,G0|G3|G7,CONTROL|G6,5,3,0.6,partial,
ldbc_snb,sf1,IC3_FriendsAndFriendsOfFriendsInCountries,cold,always_embed,provisional,association,3,G0|G3|G7|G9,G2|G4|G5|G8|G9,G9,G2|G4|G5|G8,5,1,0.2,partial,
ldbc_snb,sf1,IC3_FriendsAndFriendsOfFriendsInCountries,cold,depth_only,provisional,association,3,G0|G3|G7|G9,G0|G3|G6|G7,G0|G3|G7,G6,4,3,0.75,partial,
ldbc_snb,sf1,IC3_FriendsAndFriendsOfFriendsInCountries,cold,relationship_type_only,provisional,association,3,G0|G3|G7|G9,G0|G2|G3,G0|G3,G2,3,2,0.6666666666666666,partial,
ldbc_snb,sf1,IC3_FriendsAndFriendsOfFriendsInCountries,hot,always_reference,provisional,association,3,G0|G3|G7|G9,CONTROL|G0|G3|G6|G7,G0|G3|G7,CONTROL|G6,5,3,0.6,partial,
ldbc_snb,sf1,IC3_FriendsAndFriendsOfFriendsInCountries,hot,always_embed,provisional,association,3,G0|G3|G7|G9,G2|G4|G5|G8|G9,G9,G2|G4|G5|G8,5,1,0.2,partial,
ldbc_snb,sf1,IC3_FriendsAndFriendsOfFriendsInCountries,hot,depth_only,provisional,association,3,G0|G3|G7|G9,G0|G3|G6|G7,G0|G3|G7,G6,4,3,0.75,partial,
ldbc_snb,sf1,IC3_FriendsAndFriendsOfFriendsInCountries,hot,relationship_type_only,provisional,association,3,G0|G3|G7|G9,G0|G2|G3,G0|G3,G2,3,2,0.6666666666666666,partial,
ldbc_snb,sf1,IC4_NewTopics,cold,always_reference,provisional,association,2,G0|G3,CONTROL|G0|G3|G6|G7,G0|G3,CONTROL|G6|G7,5,2,0.4,partial,
ldbc_snb,sf1,IC4_NewTopics,cold,always_embed,provisional,association,2,G0|G3,G2|G4|G5|G8|G9,,G2|G4|G5|G8|G9,5,0,0.0,none,
ldbc_snb,sf1,IC4_NewTopics,cold,depth_only,provisional,association,2,G0|G3,G3|G4|G5|G6|G9,G3,G4|G5|G6|G9,5,1,0.2,partial,
ldbc_snb,sf1,IC4_NewTopics,cold,relationship_type_only,provisional,association,2,G0|G3,G0|G2|G3,G0|G3,G2,3,2,0.6666666666666666,partial,
ldbc_snb,sf1,IC4_NewTopics,hot,always_reference,provisional,association,2,G0|G3,CONTROL|G0|G3|G6|G7,G0|G3,CONTROL|G6|G7,5,2,0.4,partial,
ldbc_snb,sf1,IC4_NewTopics,hot,always_embed,provisional,association,2,G0|G3,G2|G4|G5|G8|G9,,G2|G4|G5|G8|G9,5,0,0.0,none,
ldbc_snb,sf1,IC4_NewTopics,hot,depth_only,provisional,association,2,G0|G3,G3|G4|G5|G6|G9,G3,G4|G5|G6|G9,5,1,0.2,partial,
ldbc_snb,sf1,IC4_NewTopics,hot,relationship_type_only,provisional,association,2,G0|G3,G0|G2|G3,G0|G3,G2,3,2,0.6666666666666666,partial,
ldbc_snb,sf1,IC5_NewGroups,cold,always_reference,provisional,association,2,G0|G3|G4|G6|G7|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
ldbc_snb,sf1,IC5_NewGroups,cold,always_embed,provisional,association,2,G0|G3|G4|G6|G7|G9,G2|G4|G5|G8|G9,G4|G9,G2|G5|G8,5,2,0.4,partial,
ldbc_snb,sf1,IC5_NewGroups,cold,depth_only,provisional,association,2,G0|G3|G4|G6|G7|G9,G3|G4|G5|G6|G9,G3|G4|G6|G9,G5,5,4,0.8,partial,
ldbc_snb,sf1,IC5_NewGroups,cold,relationship_type_only,provisional,association,2,G0|G3|G4|G6|G7|G9,G0|G2|G3,G0|G3,G2,3,2,0.6666666666666666,partial,
ldbc_snb,sf1,IC5_NewGroups,hot,always_reference,provisional,association,2,G0|G3|G4|G6|G7|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
ldbc_snb,sf1,IC5_NewGroups,hot,always_embed,provisional,association,2,G0|G3|G4|G6|G7|G9,G2|G4|G5|G8|G9,G4|G9,G2|G5|G8,5,2,0.4,partial,
ldbc_snb,sf1,IC5_NewGroups,hot,depth_only,provisional,association,2,G0|G3|G4|G6|G7|G9,G3|G4|G5|G6|G9,G3|G4|G6|G9,G5,5,4,0.8,partial,
ldbc_snb,sf1,IC5_NewGroups,hot,relationship_type_only,provisional,association,2,G0|G3|G4|G6|G7|G9,G0|G2|G3,G0|G3,G2,3,2,0.6666666666666666,partial,
