dataset,scale_label,query_name,run_phase,query_scale_phase_id,ablation_variant,availability_status,selected_g_classes,selected_config_count,removed_g_classes,removal_reasons,global_best_config_id,global_best_g_class,global_best_p95,ablation_best_config_id,ablation_best_g_class,ablation_best_p95,top1_preserved,top3_preserved,near_best_preserved,relative_regret,rule_note
imdb,sf0.5,QG8_AddPersonRoleToWatchItem,hot,imdb::sf0.5::QG8_AddPersonRoleToWatchItem::hot,no_relationship_semantics_no_depth,available,G0,1,G2|G3|G4|G5|G6,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G4:removed_depth_sensitive_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class,series_g7,G7,0.3584647929528728,watchitem_g0,G0,0.4014646503492258,0.0,0.0,0.0,0.11995559464052066,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
imdb,sf0.5,QG9_TopRatedSeriesByGenre,cold,imdb::sf0.5::QG9_TopRatedSeriesByGenre::cold,full_schema_lens,available,G0|G2|G3|G4|G5|G6|G7|G8|G9,9,,,series_g8,G8,10.406354698352503,series_g8,G8,10.406354698352503,1.0,1.0,1.0,0.0,Full SchemaLens measured space: all non-control benchmark groups.
imdb,sf0.5,QG9_TopRatedSeriesByGenre,cold,imdb::sf0.5::QG9_TopRatedSeriesByGenre::cold,no_relationship_semantics,available,G0|G4|G7|G9,4,G2|G3|G5|G6|G8,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class; G8:removed_semantic_g_class,series_g8,G8,10.406354698352503,series_g9,G9,11.18768179658217,0.0,1.0,0.0,0.07508172850896233,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
imdb,sf0.5,QG9_TopRatedSeriesByGenre,cold,imdb::sf0.5::QG9_TopRatedSeriesByGenre::cold,no_depth,available,G0|G2|G3|G5|G6|G7|G9,7,G4|G8,G4:removed_depth_sensitive_g_class; G8:removed_depth_sensitive_g_class,series_g8,G8,10.406354698352503,series_g9,G9,11.18768179658217,0.0,1.0,0.0,0.07508172850896233,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
imdb,sf0.5,QG9_TopRatedSeriesByGenre,cold,imdb::sf0.5::QG9_TopRatedSeriesByGenre::cold,no_residual_traversal,available,G0|G2|G3|G5|G6|G7,6,G4|G8|G9,G4:removed_residual_or_reduction_sensitive_g_class; G8:removed_residual_or_reduction_sensitive_g_class; G9:removed_residual_or_reduction_sensitive_g_class,series_g8,G8,10.406354698352503,series_g7,G7,18.413845798932,0.0,1.0,0.0,0.7694808924634499,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
imdb,sf0.5,QG9_TopRatedSeriesByGenre,cold,imdb::sf0.5::QG9_TopRatedSeriesByGenre::cold,no_sharedness,available,G0|G2|G3|G4|G7|G8|G9,7,G5|G6,G5:removed_sharedness_sensitive_g_class; G6:removed_sharedness_sensitive_g_class,series_g8,G8,10.406354698352503,series_g8,G8,10.406354698352503,1.0,1.0,1.0,0.0,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
imdb,sf0.5,QG9_TopRatedSeriesByGenre,cold,imdb::sf0.5::QG9_TopRatedSeriesByGenre::cold,no_update_volatility,available,G0|G2|G3|G4|G5|G6|G8|G9,8,G7,G7:removed_update_sensitive_g_class,series_g8,G8,10.406354698352503,series_g8,G8,10.406354698352503,1.0,1.0,1.0,0.0,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
imdb,sf0.5,QG9_TopRatedSeriesByGenre,cold,imdb::sf0.5::QG9_TopRatedSeriesByGenre::cold,no_relationship_semantics_no_depth,available,G0|G7|G9,3,G2|G3|G4|G5|G6|G8,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G4:removed_depth_sensitive_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class; G8:removed_semantic_g_class,series_g8,G8,10.406354698352503,series_g9,G9,11.18768179658217,0.0,1.0,0.0,0.07508172850896233,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
imdb,sf0.5,QG9_TopRatedSeriesByGenre,hot,imdb::sf0.5::QG9_TopRatedSeriesByGenre::hot,full_schema_lens,available,G0|G2|G3|G4|G5|G6|G7|G8|G9,9,,,series_g7,G7,2.054242697340668,series_g7,G7,2.054242697340668,1.0,1.0,1.0,0.0,Full SchemaLens measured space: all non-control benchmark groups.
imdb,sf0.5,QG9_TopRatedSeriesByGenre,hot,imdb::sf0.5::QG9_TopRatedSeriesByGenre::hot,no_relationship_semantics,available,G0|G4|G7|G9,4,G2|G3|G5|G6|G8,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class; G8:removed_semantic_g_class,series_g7,G7,2.054242697340668,series_g7,G7,2.054242697340668,1.0,1.0,1.0,0.0,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
imdb,sf0.5,QG9_TopRatedSeriesByGenre,hot,imdb::sf0.5::QG9_TopRatedSeriesByGenre::hot,no_depth,available,G0|G2|G3|G5|G6|G7|G9,7,G4|G8,G4:removed_depth_sensitive_g_class; G8:removed_depth_sensitive_g_class,series_g7,G7,2.054242697340668,series_g7,G7,2.054242697340668,1.0,1.0,1.0,0.0,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
imdb,sf0.5,QG9_TopRatedSeriesByGenre,hot,imdb::sf0.5::QG9_TopRatedSeriesByGenre::hot,no_residual_traversal,available,G0|G2|G3|G5|G6|G7,6,G4|G8|G9,G4:removed_residual_or_reduction_sensitive_g_class; G8:removed_residual_or_reduction_sensitive_g_class; G9:removed_residual_or_reduction_sensitive_g_class,series_g7,G7,2.054242697340668,series_g7,G7,2.054242697340668,1.0,1.0,1.0,0.0,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
imdb,sf0.5,QG9_TopRatedSeriesByGenre,hot,imdb::sf0.5::QG9_TopRatedSeriesByGenre::hot,no_sharedness,available,G0|G2|G3|G4|G7|G8|G9,7,G5|G6,G5:removed_sharedness_sensitive_g_class; G6:removed_sharedness_sensitive_g_class,series_g7,G7,2.054242697340668,series_g7,G7,2.054242697340668,1.0,1.0,1.0,0.0,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
imdb,sf0.5,QG9_TopRatedSeriesByGenre,hot,imdb::sf0.5::QG9_TopRatedSeriesByGenre::hot,no_update_volatility,available,G0|G2|G3|G4|G5|G6|G8|G9,8,G7,G7:removed_update_sensitive_g_class,series_g7,G7,2.054242697340668,series_g8,G8,3.894821542053248,0.0,1.0,0.0,0.8959889924862883,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
imdb,sf0.5,QG9_TopRatedSeriesByGenre,hot,imdb::sf0.5::QG9_TopRatedSeriesByGenre::hot,no_relationship_semantics_no_depth,available,G0|G7|G9,3,G2|G3|G4|G5|G6|G8,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G4:removed_depth_sensitive_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class; G8:removed_semantic_g_class,series_g7,G7,2.054242697340668,series_g7,G7,2.054242697340668,1.0,1.0,1.0,0.0,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
imdb,sf1,QG10_AdvancedSearchWatchItems,cold,imdb::sf1::QG10_AdvancedSearchWatchItems::cold,full_schema_lens,available,G0|G2|G3|G4|G5|G6|G7|G8|G9,9,,,series_g9,G9,299.3356191014754,series_g9,G9,299.3356191014754,1.0,1.0,1.0,0.0,Full SchemaLens measured space: all non-control benchmark groups.
imdb,sf1,QG10_AdvancedSearchWatchItems,cold,imdb::sf1::QG10_AdvancedSearchWatchItems::cold,no_relationship_semantics,available,G0|G4|G7|G9,4,G2|G3|G5|G6|G8,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class; G8:removed_semantic_g_class,series_g9,G9,299.3356191014754,series_g9,G9,299.3356191014754,1.0,1.0,1.0,0.0,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
imdb,sf1,QG10_AdvancedSearchWatchItems,cold,imdb::sf1::QG10_AdvancedSearchWatchItems::cold,no_depth,available,G0|G2|G3|G5|G6|G7|G9,7,G4|G8,G4:removed_depth_sensitive_g_class; G8:removed_depth_sensitive_g_class,series_g9,G9,299.3356191014754,series_g9,G9,299.3356191014754,1.0,1.0,1.0,0.0,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
imdb,sf1,QG10_AdvancedSearchWatchItems,cold,imdb::sf1::QG10_AdvancedSearchWatchItems::cold,no_residual_traversal,available,G0|G2|G3|G5|G6|G7,6,G4|G8|G9,G4:removed_residual_or_reduction_sensitive_g_class; G8:removed_residual_or_reduction_sensitive_g_class; G9:removed_residual_or_reduction_sensitive_g_class,series_g9,G9,299.3356191014754,watchitem_g2,G2,983.7280741972788,0.0,1.0,0.0,2.2863715890215954,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
imdb,sf1,QG10_AdvancedSearchWatchItems,cold,imdb::sf1::QG10_AdvancedSearchWatchItems::cold,no_sharedness,available,G0|G2|G3|G4|G7|G8|G9,7,G5|G6,G5:removed_sharedness_sensitive_g_class; G6:removed_sharedness_sensitive_g_class,series_g9,G9,299.3356191014754,series_g9,G9,299.3356191014754,1.0,1.0,1.0,0.0,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
imdb,sf1,QG10_AdvancedSearchWatchItems,cold,imdb::sf1::QG10_AdvancedSearchWatchItems::cold,no_update_volatility,available,G0|G2|G3|G4|G5|G6|G8|G9,8,G7,G7:removed_update_sensitive_g_class,series_g9,G9,299.3356191014754,series_g9,G9,299.3356191014754,1.0,1.0,1.0,0.0,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
imdb,sf1,QG10_AdvancedSearchWatchItems,cold,imdb::sf1::QG10_AdvancedSearchWatchItems::cold,no_relationship_semantics_no_depth,available,G0|G7|G9,3,G2|G3|G4|G5|G6|G8,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G4:removed_depth_sensitive_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class; G8:removed_semantic_g_class,series_g9,G9,299.3356191014754,series_g9,G9,299.3356191014754,1.0,1.0,1.0,0.0,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
imdb,sf1,QG10_AdvancedSearchWatchItems,hot,imdb::sf1::QG10_AdvancedSearchWatchItems::hot,full_schema_lens,available,G0|G2|G3|G4|G5|G6|G7|G8|G9,9,,,series_g9,G9,299.80202334627387,series_g9,G9,299.80202334627387,1.0,1.0,1.0,0.0,Full SchemaLens measured space: all non-control benchmark groups.
imdb,sf1,QG10_AdvancedSearchWatchItems,hot,imdb::sf1::QG10_AdvancedSearchWatchItems::hot,no_relationship_semantics,available,G0|G4|G7|G9,4,G2|G3|G5|G6|G8,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class; G8:removed_semantic_g_class,series_g9,G9,299.80202334627387,series_g9,G9,299.80202334627387,1.0,1.0,1.0,0.0,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
imdb,sf1,QG10_AdvancedSearchWatchItems,hot,imdb::sf1::QG10_AdvancedSearchWatchItems::hot,no_depth,available,G0|G2|G3|G5|G6|G7|G9,7,G4|G8,G4:removed_depth_sensitive_g_class; G8:removed_depth_sensitive_g_class,series_g9,G9,299.80202334627387,series_g9,G9,299.80202334627387,1.0,1.0,1.0,0.0,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
imdb,sf1,QG10_AdvancedSearchWatchItems,hot,imdb::sf1::QG10_AdvancedSearchWatchItems::hot,no_residual_traversal,available,G0|G2|G3|G5|G6|G7,6,G4|G8|G9,G4:removed_residual_or_reduction_sensitive_g_class; G8:removed_residual_or_reduction_sensitive_g_class; G9:removed_residual_or_reduction_sensitive_g_class,series_g9,G9,299.80202334627387,watchitem_g3,G3,300.348336949537,0.0,1.0,1.0,0.001822247886006155,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
imdb,sf1,QG10_AdvancedSearchWatchItems,hot,imdb::sf1::QG10_AdvancedSearchWatchItems::hot,no_sharedness,available,G0|G2|G3|G4|G7|G8|G9,7,G5|G6,G5:removed_sharedness_sensitive_g_class; G6:removed_sharedness_sensitive_g_class,series_g9,G9,299.80202334627387,series_g9,G9,299.80202334627387,1.0,1.0,1.0,0.0,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
imdb,sf1,QG10_AdvancedSearchWatchItems,hot,imdb::sf1::QG10_AdvancedSearchWatchItems::hot,no_update_volatility,available,G0|G2|G3|G4|G5|G6|G8|G9,8,G7,G7:removed_update_sensitive_g_class,series_g9,G9,299.80202334627387,series_g9,G9,299.80202334627387,1.0,1.0,1.0,0.0,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
imdb,sf1,QG10_AdvancedSearchWatchItems,hot,imdb::sf1::QG10_AdvancedSearchWatchItems::hot,no_relationship_semantics_no_depth,available,G0|G7|G9,3,G2|G3|G4|G5|G6|G8,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G4:removed_depth_sensitive_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class; G8:removed_semantic_g_class,series_g9,G9,299.80202334627387,series_g9,G9,299.80202334627387,1.0,1.0,1.0,0.0,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
imdb,sf1,QG1_WatchItemById,cold,imdb::sf1::QG1_WatchItemById::cold,full_schema_lens,available,G0|G2|G3|G4|G5|G6,6,,,watchitem_g5,G5,0.4770731044118291,watchitem_g5,G5,0.4770731044118291,1.0,1.0,1.0,0.0,Full SchemaLens measured space: all non-control benchmark groups.
imdb,sf1,QG1_WatchItemById,cold,imdb::sf1::QG1_WatchItemById::cold,no_relationship_semantics,available,G0|G4,2,G2|G3|G5|G6,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class,watchitem_g5,G5,0.4770731044118291,watchitem_g4,G4,0.5309753534675108,0.0,1.0,0.0,0.11298530258195201,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
imdb,sf1,QG1_WatchItemById,cold,imdb::sf1::QG1_WatchItemById::cold,no_depth,available,G0|G2|G3|G5|G6,5,G4,G4:removed_depth_sensitive_g_class,watchitem_g5,G5,0.4770731044118291,watchitem_g5,G5,0.4770731044118291,1.0,1.0,1.0,0.0,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
imdb,sf1,QG1_WatchItemById,cold,imdb::sf1::QG1_WatchItemById::cold,no_residual_traversal,available,G0|G2|G3|G5|G6,5,G4,G4:removed_residual_or_reduction_sensitive_g_class,watchitem_g5,G5,0.4770731044118291,watchitem_g5,G5,0.4770731044118291,1.0,1.0,1.0,0.0,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
imdb,sf1,QG1_WatchItemById,cold,imdb::sf1::QG1_WatchItemById::cold,no_sharedness,available,G0|G2|G3|G4,4,G5|G6,G5:removed_sharedness_sensitive_g_class; G6:removed_sharedness_sensitive_g_class,watchitem_g5,G5,0.4770731044118291,watchitem_g4,G4,0.5309753534675108,0.0,1.0,0.0,0.11298530258195201,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
imdb,sf1,QG1_WatchItemById,cold,imdb::sf1::QG1_WatchItemById::cold,no_update_volatility,available,G0|G2|G3|G4|G5|G6,6,,,watchitem_g5,G5,0.4770731044118291,watchitem_g5,G5,0.4770731044118291,1.0,1.0,1.0,0.0,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
imdb,sf1,QG1_WatchItemById,cold,imdb::sf1::QG1_WatchItemById::cold,no_relationship_semantics_no_depth,available,G0,1,G2|G3|G4|G5|G6,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G4:removed_depth_sensitive_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class,watchitem_g5,G5,0.4770731044118291,watchitem_g0,G0,0.8263322946731925,0.0,0.0,0.0,0.7320873615207377,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
imdb,sf1,QG1_WatchItemById,hot,imdb::sf1::QG1_WatchItemById::hot,full_schema_lens,available,G0|G2|G3|G4|G5|G6,6,,,series_g9,G9,0.2132579043973237,watchitem_g2,G2,0.2141850061889272,0.0,1.0,1.0,0.004347326746098915,Full SchemaLens measured space: all non-control benchmark groups.
imdb,sf1,QG1_WatchItemById,hot,imdb::sf1::QG1_WatchItemById::hot,no_relationship_semantics,available,G0|G4,2,G2|G3|G5|G6,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class,series_g9,G9,0.2132579043973237,watchitem_g4,G4,0.2354908028792124,0.0,0.0,0.0,0.10425357289672266,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
imdb,sf1,QG1_WatchItemById,hot,imdb::sf1::QG1_WatchItemById::hot,no_depth,available,G0|G2|G3|G5|G6,5,G4,G4:removed_depth_sensitive_g_class,series_g9,G9,0.2132579043973237,watchitem_g2,G2,0.2141850061889272,0.0,1.0,1.0,0.004347326746098915,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
imdb,sf1,QG1_WatchItemById,hot,imdb::sf1::QG1_WatchItemById::hot,no_residual_traversal,available,G0|G2|G3|G5|G6,5,G4,G4:removed_residual_or_reduction_sensitive_g_class,series_g9,G9,0.2132579043973237,watchitem_g2,G2,0.2141850061889272,0.0,1.0,1.0,0.004347326746098915,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
imdb,sf1,QG1_WatchItemById,hot,imdb::sf1::QG1_WatchItemById::hot,no_sharedness,available,G0|G2|G3|G4,4,G5|G6,G5:removed_sharedness_sensitive_g_class; G6:removed_sharedness_sensitive_g_class,series_g9,G9,0.2132579043973237,watchitem_g2,G2,0.2141850061889272,0.0,1.0,1.0,0.004347326746098915,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
imdb,sf1,QG1_WatchItemById,hot,imdb::sf1::QG1_WatchItemById::hot,no_update_volatility,available,G0|G2|G3|G4|G5|G6,6,,,series_g9,G9,0.2132579043973237,watchitem_g2,G2,0.2141850061889272,0.0,1.0,1.0,0.004347326746098915,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
imdb,sf1,QG1_WatchItemById,hot,imdb::sf1::QG1_WatchItemById::hot,no_relationship_semantics_no_depth,available,G0,1,G2|G3|G4|G5|G6,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G4:removed_depth_sensitive_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class,series_g9,G9,0.2132579043973237,watchitem_g0,G0,0.2717232549912296,0.0,0.0,0.0,0.2741532641387038,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
imdb,sf1,QG2_WatchItemByTitle,cold,imdb::sf1::QG2_WatchItemByTitle::cold,full_schema_lens,available,G0|G2|G3|G4|G5|G6,6,,,series_g9,G9,0.3747883944015484,watchitem_g2,G2,0.4393640025227796,0.0,1.0,0.0,0.17229884672481313,Full SchemaLens measured space: all non-control benchmark groups.
imdb,sf1,QG2_WatchItemByTitle,cold,imdb::sf1::QG2_WatchItemByTitle::cold,no_relationship_semantics,available,G0|G4,2,G2|G3|G5|G6,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class,series_g9,G9,0.3747883944015484,watchitem_g0,G0,0.4404680446896236,0.0,0.0,0.0,0.17524462141617442,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
imdb,sf1,QG2_WatchItemByTitle,cold,imdb::sf1::QG2_WatchItemByTitle::cold,no_depth,available,G0|G2|G3|G5|G6,5,G4,G4:removed_depth_sensitive_g_class,series_g9,G9,0.3747883944015484,watchitem_g2,G2,0.4393640025227796,0.0,1.0,0.0,0.17229884672481313,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
imdb,sf1,QG2_WatchItemByTitle,cold,imdb::sf1::QG2_WatchItemByTitle::cold,no_residual_traversal,available,G0|G2|G3|G5|G6,5,G4,G4:removed_residual_or_reduction_sensitive_g_class,series_g9,G9,0.3747883944015484,watchitem_g2,G2,0.4393640025227796,0.0,1.0,0.0,0.17229884672481313,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
imdb,sf1,QG2_WatchItemByTitle,cold,imdb::sf1::QG2_WatchItemByTitle::cold,no_sharedness,available,G0|G2|G3|G4,4,G5|G6,G5:removed_sharedness_sensitive_g_class; G6:removed_sharedness_sensitive_g_class,series_g9,G9,0.3747883944015484,watchitem_g2,G2,0.4393640025227796,0.0,1.0,0.0,0.17229884672481313,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
imdb,sf1,QG2_WatchItemByTitle,cold,imdb::sf1::QG2_WatchItemByTitle::cold,no_update_volatility,available,G0|G2|G3|G4|G5|G6,6,,,series_g9,G9,0.3747883944015484,watchitem_g2,G2,0.4393640025227796,0.0,1.0,0.0,0.17229884672481313,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
imdb,sf1,QG2_WatchItemByTitle,cold,imdb::sf1::QG2_WatchItemByTitle::cold,no_relationship_semantics_no_depth,available,G0,1,G2|G3|G4|G5|G6,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G4:removed_depth_sensitive_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class,series_g9,G9,0.3747883944015484,watchitem_g0,G0,0.4404680446896236,0.0,0.0,0.0,0.17524462141617442,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
imdb,sf1,QG2_WatchItemByTitle,hot,imdb::sf1::QG2_WatchItemByTitle::hot,full_schema_lens,available,G0|G2|G3|G4|G5|G6,6,,,series_g8,G8,0.3094789477472659,watchitem_g0,G0,0.3165574067679699,0.0,1.0,1.0,0.022872182654842668,Full SchemaLens measured space: all non-control benchmark groups.
imdb,sf1,QG2_WatchItemByTitle,hot,imdb::sf1::QG2_WatchItemByTitle::hot,no_relationship_semantics,available,G0|G4,2,G2|G3|G5|G6,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class,series_g8,G8,0.3094789477472659,watchitem_g0,G0,0.3165574067679699,0.0,1.0,1.0,0.022872182654842668,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
imdb,sf1,QG2_WatchItemByTitle,hot,imdb::sf1::QG2_WatchItemByTitle::hot,no_depth,available,G0|G2|G3|G5|G6,5,G4,G4:removed_depth_sensitive_g_class,series_g8,G8,0.3094789477472659,watchitem_g0,G0,0.3165574067679699,0.0,1.0,1.0,0.022872182654842668,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
imdb,sf1,QG2_WatchItemByTitle,hot,imdb::sf1::QG2_WatchItemByTitle::hot,no_residual_traversal,available,G0|G2|G3|G5|G6,5,G4,G4:removed_residual_or_reduction_sensitive_g_class,series_g8,G8,0.3094789477472659,watchitem_g0,G0,0.3165574067679699,0.0,1.0,1.0,0.022872182654842668,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
imdb,sf1,QG2_WatchItemByTitle,hot,imdb::sf1::QG2_WatchItemByTitle::hot,no_sharedness,available,G0|G2|G3|G4,4,G5|G6,G5:removed_sharedness_sensitive_g_class; G6:removed_sharedness_sensitive_g_class,series_g8,G8,0.3094789477472659,watchitem_g0,G0,0.3165574067679699,0.0,1.0,1.0,0.022872182654842668,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
imdb,sf1,QG2_WatchItemByTitle,hot,imdb::sf1::QG2_WatchItemByTitle::hot,no_update_volatility,available,G0|G2|G3|G4|G5|G6,6,,,series_g8,G8,0.3094789477472659,watchitem_g0,G0,0.3165574067679699,0.0,1.0,1.0,0.022872182654842668,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
imdb,sf1,QG2_WatchItemByTitle,hot,imdb::sf1::QG2_WatchItemByTitle::hot,no_relationship_semantics_no_depth,available,G0,1,G2|G3|G4|G5|G6,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G4:removed_depth_sensitive_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class,series_g8,G8,0.3094789477472659,watchitem_g0,G0,0.3165574067679699,0.0,1.0,1.0,0.022872182654842668,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
imdb,sf1,QG3_RecommendationByGenreAndSubtype,cold,imdb::sf1::QG3_RecommendationByGenreAndSubtype::cold,full_schema_lens,available,G0|G2|G3|G4|G5|G6|G7|G8|G9,9,,,series_g8,G8,11.558564344886689,series_g8,G8,11.558564344886689,1.0,1.0,1.0,0.0,Full SchemaLens measured space: all non-control benchmark groups.
imdb,sf1,QG3_RecommendationByGenreAndSubtype,cold,imdb::sf1::QG3_RecommendationByGenreAndSubtype::cold,no_relationship_semantics,available,G0|G4|G7|G9,4,G2|G3|G5|G6|G8,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class; G8:removed_semantic_g_class,series_g8,G8,11.558564344886689,series_g9,G9,12.111711094621564,0.0,1.0,1.0,0.04785600817108205,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
imdb,sf1,QG3_RecommendationByGenreAndSubtype,cold,imdb::sf1::QG3_RecommendationByGenreAndSubtype::cold,no_depth,available,G0|G2|G3|G5|G6|G7|G9,7,G4|G8,G4:removed_depth_sensitive_g_class; G8:removed_depth_sensitive_g_class,series_g8,G8,11.558564344886689,series_g9,G9,12.111711094621564,0.0,1.0,1.0,0.04785600817108205,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
imdb,sf1,QG3_RecommendationByGenreAndSubtype,cold,imdb::sf1::QG3_RecommendationByGenreAndSubtype::cold,no_residual_traversal,available,G0|G2|G3|G5|G6|G7,6,G4|G8|G9,G4:removed_residual_or_reduction_sensitive_g_class; G8:removed_residual_or_reduction_sensitive_g_class; G9:removed_residual_or_reduction_sensitive_g_class,series_g8,G8,11.558564344886689,watchitem_g2,G2,18.36610959726385,0.0,1.0,0.0,0.5889611416480719,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
