dataset,scale_label,query_name,global_best_g_class,global_best_p95,schema_lens_selected_space,baseline_available_count,baseline_hit_count,baseline_miss_count,baseline_mean_miss_regret,baseline_max_miss_regret,baseline_has_strong_miss,baseline_hit_details,baseline_miss_details,random_k_top1_or_probability,random_k_expected_p95,random_k_regret,ablation_available_count,ablation_hit_count,ablation_miss_count,ablation_mean_miss_regret,ablation_max_miss_regret,ablation_has_strong_miss,ablation_hit_details,ablation_miss_details,case_focus,selected_root,Rc,D,Re,DeltaRratio,dominant_semantic_type,update_volatility_max,observed_sharedness_max,query_family,query_type,baseline_score,ablation_score,joint_score,case_type
ldbc_snb,sf3,IC7_RecentLikers,G3,0.8586212992668152,G0|G3|G4|G6,4,3,1,1.0785756812608576,1.0785756812608576,1,always_reference->G3 p95=0.859 delta=0.000 regret=0.000; depth_only->G3 p95=0.859 delta=0.000 regret=0.000; relationship_type_only->G3 p95=0.859 delta=0.000 regret=0.000,always_embed->G4 p95=1.785 delta=0.926 regret=1.079,1.0,0.8586212992668152,0.0,6,0,6,2.227453892577256,4.873476984776409,1,,no_relationship_semantics->G0 p95=5.043 delta=4.184 regret=4.873 (space=G0; removed=G3|G4|G6); no_depth->G6 p95=1.585 delta=0.727 regret=0.846 (space=G0|G6; removed=G3|G4); no_residual_traversal->G6 p95=1.585 delta=0.727 regret=0.846 (space=G0|G6; removed=G3|G4); no_sharedness->G4 p95=1.785 delta=0.926 regret=1.079 (space=G0|G4; removed=G3|G6); no_update_volatility->G6 p95=1.585 delta=0.727 regret=0.846 (space=G0|G4|G6; removed=G3); no_relationship_semantics_no_depth->G0 p95=5.043 delta=4.184 regret=4.873 (space=G0; removed=G3|G4|G6),official complex read / likes and friend check,Person,5.0,2.0,3.0,0.4,association,1.0,0.106448461162677,complex_read,read,4.157151362521715,18.87347698477641,25.109204028558985,ablation_strong_with_baseline_signal
ldbc_snb,sf3,INS1_AddPerson,G3,1.233651558868587,G0|G3,4,1,3,0.3276027354519596,0.9828082063558788,1,always_reference->G3 p95=1.234 delta=0.000 regret=0.000,always_embed-> p95=0.000 delta=-1.234 regret=0.000; depth_only-> p95=0.000 delta=-1.234 regret=0.000; relationship_type_only->G0 p95=2.446 delta=1.212 regret=0.983,1.0,1.233651558868587,0.0,6,0,6,0.9828082063558788,0.9828082063558788,1,,no_relationship_semantics->G0 p95=2.446 delta=1.212 regret=0.983 (space=G0; removed=G3); no_depth->G0 p95=2.446 delta=1.212 regret=0.983 (space=G0; removed=G3); no_residual_traversal->G0 p95=2.446 delta=1.212 regret=0.983 (space=G0; removed=G3); no_sharedness->G0 p95=2.446 delta=1.212 regret=0.983 (space=G0; removed=G3); no_update_volatility->G0 p95=2.446 delta=1.212 regret=0.983 (space=G0; removed=G3); no_relationship_semantics_no_depth->G0 p95=2.446 delta=1.212 regret=0.983 (space=G0; removed=G3),,,,,,,,,,,,7.310410941807838,13.965616412711757,24.931232825423514,joint_strong
ldbc_snb,sf3,IS1_ProfileOfPerson,G3,0.2856900915503502,G0|G3,4,1,3,0.32114935667946887,0.9634480700384066,1,always_reference->G3 p95=0.286 delta=0.000 regret=0.000,always_embed-> p95=0.000 delta=-0.286 regret=0.000; depth_only-> p95=0.000 delta=-0.286 regret=0.000; relationship_type_only->G0 p95=0.561 delta=0.275 regret=0.963,1.0,0.2856900915503502,0.0,6,0,6,0.9634480700384066,0.9634480700384066,1,,no_relationship_semantics->G0 p95=0.561 delta=0.275 regret=0.963 (space=G0; removed=G3); no_depth->G0 p95=0.561 delta=0.275 regret=0.963 (space=G0; removed=G3); no_residual_traversal->G0 p95=0.561 delta=0.275 regret=0.963 (space=G0; removed=G3); no_sharedness->G0 p95=0.561 delta=0.275 regret=0.963 (space=G0; removed=G3); no_update_volatility->G0 p95=0.561 delta=0.275 regret=0.963 (space=G0; removed=G3); no_relationship_semantics_no_depth->G0 p95=0.561 delta=0.275 regret=0.963 (space=G0; removed=G3),,,,,,,,,,,,7.284597426717876,13.926896140076813,24.853792280153627,joint_strong
ldbc_snb,sf1,IS1_ProfileOfPerson,G3,0.3514554351568221,G0|G3,4,1,3,0.20617761570975135,0.618532847129254,1,always_reference->G3 p95=0.351 delta=0.000 regret=0.000,always_embed-> p95=0.000 delta=-0.351 regret=0.000; depth_only-> p95=0.000 delta=-0.351 regret=0.000; relationship_type_only->G0 p95=0.569 delta=0.217 regret=0.619,1.0,0.3514554351568221,0.0,6,0,6,0.618532847129254,0.618532847129254,1,,no_relationship_semantics->G0 p95=0.569 delta=0.217 regret=0.619 (space=G0; removed=G3); no_depth->G0 p95=0.569 delta=0.217 regret=0.619 (space=G0; removed=G3); no_residual_traversal->G0 p95=0.569 delta=0.217 regret=0.619 (space=G0; removed=G3); no_sharedness->G0 p95=0.569 delta=0.217 regret=0.619 (space=G0; removed=G3); no_update_volatility->G0 p95=0.569 delta=0.217 regret=0.619 (space=G0; removed=G3); no_relationship_semantics_no_depth->G0 p95=0.569 delta=0.217 regret=0.619 (space=G0; removed=G3),,,,,,,,,,,,6.824710462839005,13.237065694258508,23.474131388517016,joint_strong
ldbc_snb,sf0.1,INS1_AddPerson,G3,0.9918343741446732,G0|G3,4,1,3,0.13363659737374164,0.4009097921212249,1,always_reference->G3 p95=0.992 delta=0.000 regret=0.000,always_embed-> p95=0.000 delta=-0.992 regret=0.000; depth_only-> p95=0.000 delta=-0.992 regret=0.000; relationship_type_only->G0 p95=1.389 delta=0.398 regret=0.401,1.0,0.9918343741446732,0.0,6,0,6,0.40090979212122496,0.4009097921212249,1,,no_relationship_semantics->G0 p95=1.389 delta=0.398 regret=0.401 (space=G0; removed=G3); no_depth->G0 p95=1.389 delta=0.398 regret=0.401 (space=G0; removed=G3); no_residual_traversal->G0 p95=1.389 delta=0.398 regret=0.401 (space=G0; removed=G3); no_sharedness->G0 p95=1.389 delta=0.398 regret=0.401 (space=G0; removed=G3); no_update_volatility->G0 p95=1.389 delta=0.398 regret=0.401 (space=G0; removed=G3); no_relationship_semantics_no_depth->G0 p95=1.389 delta=0.398 regret=0.401 (space=G0; removed=G3),,,,,,,,,,,,6.534546389494967,12.801819584242448,22.603639168484897,joint_strong
ldbc_snb,sf1,IS7_RepliesOfMessage,G3,1.2579675763845444,G0|G3|G7|G9,4,1,3,0.1379222301915612,0.1379222301915612,1,always_reference->G3 p95=1.258 delta=0.000 regret=0.000,always_embed->G9 p95=1.431 delta=0.174 regret=0.138; depth_only->G9 p95=1.431 delta=0.174 regret=0.138; relationship_type_only->G9 p95=1.431 delta=0.174 regret=0.138,1.0,1.2579675763845444,0.0,6,0,6,0.23594976757300942,0.4087205208078221,1,,no_relationship_semantics->G9 p95=1.431 delta=0.174 regret=0.138 (space=G0|G7|G9; removed=G3); no_depth->G9 p95=1.431 delta=0.174 regret=0.138 (space=G0|G7|G9; removed=G3); no_residual_traversal->G7 p95=1.631 delta=0.373 regret=0.297 (space=G0|G7; removed=G3|G9); no_sharedness->G7 p95=1.631 delta=0.373 regret=0.297 (space=G0|G7; removed=G3|G9); no_update_volatility->G0 p95=1.772 delta=0.514 regret=0.409 (space=G0; removed=G3|G7|G9); no_relationship_semantics_no_depth->G9 p95=1.431 delta=0.174 regret=0.138 (space=G0|G7|G9; removed=G3),official short read / replies and author relation,Post,5.0,2.0,3.0,0.4,association,1.0,0.106448461162677,short_read,read,6.275844460383123,12.644670288380832,22.05843697895552,joint_strong
ldbc_snb,sf1,INS4_AddForum,G3,1.4519527088850737,G0|G3,4,1,3,0.07622876605970397,0.2286862981791119,1,always_reference->G3 p95=1.452 delta=0.000 regret=0.000,always_embed-> p95=0.000 delta=-1.452 regret=0.000; depth_only-> p95=0.000 delta=-1.452 regret=0.000; relationship_type_only->G0 p95=1.784 delta=0.332 regret=0.229,1.0,1.4519527088850737,0.0,6,0,6,0.22868629817911187,0.2286862981791119,1,,no_relationship_semantics->G0 p95=1.784 delta=0.332 regret=0.229 (space=G0; removed=G3); no_depth->G0 p95=1.784 delta=0.332 regret=0.229 (space=G0; removed=G3); no_residual_traversal->G0 p95=1.784 delta=0.332 regret=0.229 (space=G0; removed=G3); no_sharedness->G0 p95=1.784 delta=0.332 regret=0.229 (space=G0; removed=G3); no_update_volatility->G0 p95=1.784 delta=0.332 regret=0.229 (space=G0; removed=G3); no_relationship_semantics_no_depth->G0 p95=1.784 delta=0.332 regret=0.229 (space=G0; removed=G3),,,,,,,,,,,,6.304915064238816,12.457372596358223,21.914745192716445,joint_strong
ldbc_snb,sf3,INS4_AddForum,G3,1.9815747626125813,G0|G3,4,1,3,0.07537916417434283,0.2261374925230285,1,always_reference->G3 p95=1.982 delta=0.000 regret=0.000,always_embed-> p95=0.000 delta=-1.982 regret=0.000; depth_only-> p95=0.000 delta=-1.982 regret=0.000; relationship_type_only->G0 p95=2.430 delta=0.448 regret=0.226,1.0,1.9815747626125813,0.0,6,0,6,0.22613749252302853,0.2261374925230285,1,,no_relationship_semantics->G0 p95=2.430 delta=0.448 regret=0.226 (space=G0; removed=G3); no_depth->G0 p95=2.430 delta=0.448 regret=0.226 (space=G0; removed=G3); no_residual_traversal->G0 p95=2.430 delta=0.448 regret=0.226 (space=G0; removed=G3); no_sharedness->G0 p95=2.430 delta=0.448 regret=0.226 (space=G0; removed=G3); no_update_volatility->G0 p95=2.430 delta=0.448 regret=0.226 (space=G0; removed=G3); no_relationship_semantics_no_depth->G0 p95=2.430 delta=0.448 regret=0.226 (space=G0; removed=G3),,,,,,,,,,,,6.301516656697371,12.452274985046056,21.904549970092113,joint_strong
ldbc_snb,sf1,INS2_AddLikeToPost,G6,0.5551356123760343,G4|G6,4,1,3,0.6805214590919536,2.041564377275861,1,always_reference->G6 p95=0.555 delta=0.000 regret=0.000,always_embed->G4 p95=1.688 delta=1.133 regret=2.042; depth_only-> p95=0.000 delta=-0.555 regret=0.000; relationship_type_only-> p95=0.000 delta=-0.555 regret=0.000,1.0,0.5551356123760343,0.0,6,3,3,0.6805214590919536,2.041564377275861,1,no_depth->G6 p95=0.555 delta=0.000 regret=0.000 (space=G6; removed=G4); no_residual_traversal->G6 p95=0.555 delta=0.000 regret=0.000 (space=G6; removed=G4); no_update_volatility->G6 p95=0.555 delta=0.000 regret=0.000 (space=G4|G6),no_relationship_semantics-> p95=0.000 delta=-0.555 regret=0.000 (removed=G4|G6); no_sharedness->G4 p95=1.688 delta=1.133 regret=2.042 (space=G4; removed=G6); no_relationship_semantics_no_depth-> p95=0.000 delta=-0.555 regret=0.000 (removed=G4|G6),,,,,,,,,,,,8.722085836367814,8.722085836367814,21.805214590919533,joint_strong
ldbc_snb,sf1,INS1_AddPerson,G3,1.874242164194584,G0|G3,4,1,3,0.031173841876426498,0.0935215256292795,0,always_reference->G3 p95=1.874 delta=0.000 regret=0.000,always_embed-> p95=0.000 delta=-1.874 regret=0.000; depth_only-> p95=0.000 delta=-1.874 regret=0.000; relationship_type_only->G0 p95=2.050 delta=0.175 regret=0.094,1.0,1.874242164194584,0.0,6,0,6,0.0935215256292795,0.0935215256292795,0,,no_relationship_semantics->G0 p95=2.050 delta=0.175 regret=0.094 (space=G0; removed=G3); no_depth->G0 p95=2.050 delta=0.175 regret=0.094 (space=G0; removed=G3); no_residual_traversal->G0 p95=2.050 delta=0.175 regret=0.094 (space=G0; removed=G3); no_sharedness->G0 p95=2.050 delta=0.175 regret=0.094 (space=G0; removed=G3); no_update_volatility->G0 p95=2.050 delta=0.175 regret=0.094 (space=G0; removed=G3); no_relationship_semantics_no_depth->G0 p95=2.050 delta=0.175 regret=0.094 (space=G0; removed=G3),,,,,,,,,,,,6.124695367505706,12.18704305125856,21.37408610251712,weak_or_redundant
ldbc_snb,sf0.1,IS1_ProfileOfPerson,G3,0.3323353128507733,G0|G3,4,1,3,0.0303157704176485,0.0909473112529455,0,always_reference->G3 p95=0.332 delta=0.000 regret=0.000,always_embed-> p95=0.000 delta=-0.332 regret=0.000; depth_only-> p95=0.000 delta=-0.332 regret=0.000; relationship_type_only->G0 p95=0.363 delta=0.030 regret=0.091,1.0,0.3323353128507733,0.0,6,0,6,0.09094731125294551,0.0909473112529455,0,,no_relationship_semantics->G0 p95=0.363 delta=0.030 regret=0.091 (space=G0; removed=G3); no_depth->G0 p95=0.363 delta=0.030 regret=0.091 (space=G0; removed=G3); no_residual_traversal->G0 p95=0.363 delta=0.030 regret=0.091 (space=G0; removed=G3); no_sharedness->G0 p95=0.363 delta=0.030 regret=0.091 (space=G0; removed=G3); no_update_volatility->G0 p95=0.363 delta=0.030 regret=0.091 (space=G0; removed=G3); no_relationship_semantics_no_depth->G0 p95=0.363 delta=0.030 regret=0.091 (space=G0; removed=G3),,,,,,,,,,,,6.121263081670594,12.18189462250589,21.36378924501178,weak_or_redundant
ldbc_snb,sf3,IS3_FriendsOfPerson,G3,0.7044013123959301,G0|G3,4,2,2,0.0,0.0,0,always_reference->G3 p95=0.704 delta=0.000 regret=0.000; relationship_type_only->G3 p95=0.704 delta=0.000 regret=0.000,always_embed-> p95=0.000 delta=-0.704 regret=0.000; depth_only-> p95=0.000 delta=-0.704 regret=0.000,1.0,0.7044013123959302,0.0,6,0,6,1.504915579877783,1.504915579877783,1,,no_relationship_semantics->G0 p95=1.764 delta=1.060 regret=1.505 (space=G0; removed=G3); no_depth->G0 p95=1.764 delta=1.060 regret=1.505 (space=G0; removed=G3); no_residual_traversal->G0 p95=1.764 delta=1.060 regret=1.505 (space=G0; removed=G3); no_sharedness->G0 p95=1.764 delta=1.060 regret=1.505 (space=G0; removed=G3); no_update_volatility->G0 p95=1.764 delta=1.060 regret=1.505 (space=G0; removed=G3); no_relationship_semantics_no_depth->G0 p95=1.764 delta=1.060 regret=1.505 (space=G0; removed=G3),,,,,,,,,,,,4.0,15.009831159755567,21.009831159755567,ablation_strong
ldbc_snb,sf0.1,IC7_RecentLikers,G3,0.7809062954038382,G0|G3|G4|G6,4,3,1,0.2222972676833132,0.2222972676833132,1,always_reference->G3 p95=0.781 delta=0.000 regret=0.000; depth_only->G3 p95=0.781 delta=0.000 regret=0.000; relationship_type_only->G3 p95=0.781 delta=0.000 regret=0.000,always_embed->G4 p95=0.954 delta=0.174 regret=0.222,1.0,0.7809062954038382,0.0,6,0,6,1.2527242615485872,3.531505795972349,1,,no_relationship_semantics->G0 p95=3.539 delta=2.758 regret=3.532 (space=G0; removed=G3|G4|G6); no_depth->G6 p95=0.841 delta=0.060 regret=0.077 (space=G0|G6; removed=G3|G4); no_residual_traversal->G6 p95=0.841 delta=0.060 regret=0.077 (space=G0|G6; removed=G3|G4); no_sharedness->G4 p95=0.954 delta=0.174 regret=0.222 (space=G0|G4; removed=G3|G6); no_update_volatility->G6 p95=0.841 delta=0.060 regret=0.077 (space=G0|G4|G6; removed=G3); no_relationship_semantics_no_depth->G0 p95=3.539 delta=2.758 regret=3.532 (space=G0; removed=G3|G4|G6),official complex read / likes and friend check,Person,5.0,2.0,3.0,0.4,association,1.0,0.106448461162677,complex_read,read,2.444594535366626,16.784230057520936,20.451121860570876,ablation_strong_with_baseline_signal
ldbc_snb,sf0.1,INS5_AddForumMembership,G6,0.6517352303490043,G4|G6,4,1,3,0.4443078926226587,1.332923677867976,1,always_reference->G6 p95=0.652 delta=0.000 regret=0.000,always_embed->G4 p95=1.520 delta=0.869 regret=1.333; depth_only-> p95=0.000 delta=-0.652 regret=0.000; relationship_type_only-> p95=0.000 delta=-0.652 regret=0.000,1.0,0.6517352303490043,0.0,6,3,3,0.4443078926226587,1.332923677867976,1,no_depth->G6 p95=0.652 delta=0.000 regret=0.000 (space=G6; removed=G4); no_residual_traversal->G6 p95=0.652 delta=0.000 regret=0.000 (space=G6; removed=G4); no_update_volatility->G6 p95=0.652 delta=0.000 regret=0.000 (space=G4|G6),no_relationship_semantics-> p95=0.000 delta=-0.652 regret=0.000 (removed=G4|G6); no_sharedness->G4 p95=1.520 delta=0.869 regret=1.333 (space=G4; removed=G6); no_relationship_semantics_no_depth-> p95=0.000 delta=-0.652 regret=0.000 (removed=G4|G6),,,,,,,,,,,,7.777231570490635,7.777231570490635,19.443078926226587,joint_strong
ldbc_snb,sf1,IS5_CreatorOfMessage,G3,0.5504123866558073,G0|G3,4,2,2,0.0,0.0,0,always_reference->G3 p95=0.550 delta=0.000 regret=0.000; relationship_type_only->G3 p95=0.550 delta=0.000 regret=0.000,always_embed-> p95=0.000 delta=-0.550 regret=0.000; depth_only-> p95=0.000 delta=-0.550 regret=0.000,1.0,0.5504123866558074,0.0,6,0,6,0.6515105394104372,0.6515105394104372,1,,no_relationship_semantics->G0 p95=0.909 delta=0.359 regret=0.652 (space=G0; removed=G3); no_depth->G0 p95=0.909 delta=0.359 regret=0.652 (space=G0; removed=G3); no_residual_traversal->G0 p95=0.909 delta=0.359 regret=0.652 (space=G0; removed=G3); no_sharedness->G0 p95=0.909 delta=0.359 regret=0.652 (space=G0; removed=G3); no_update_volatility->G0 p95=0.909 delta=0.359 regret=0.652 (space=G0; removed=G3); no_relationship_semantics_no_depth->G0 p95=0.909 delta=0.359 regret=0.652 (space=G0; removed=G3),,,,,,,,,,,,4.0,13.303021078820876,19.303021078820876,ablation_strong
ldbc_snb,sf3,IS5_CreatorOfMessage,G3,0.9215830126777292,G0|G3,4,2,2,0.0,0.0,0,always_reference->G3 p95=0.922 delta=0.000 regret=0.000; relationship_type_only->G3 p95=0.922 delta=0.000 regret=0.000,always_embed-> p95=0.000 delta=-0.922 regret=0.000; depth_only-> p95=0.000 delta=-0.922 regret=0.000,1.0,0.9215830126777292,0.0,6,0,6,0.6018148442326446,0.6018148442326446,1,,no_relationship_semantics->G0 p95=1.476 delta=0.555 regret=0.602 (space=G0; removed=G3); no_depth->G0 p95=1.476 delta=0.555 regret=0.602 (space=G0; removed=G3); no_residual_traversal->G0 p95=1.476 delta=0.555 regret=0.602 (space=G0; removed=G3); no_sharedness->G0 p95=1.476 delta=0.555 regret=0.602 (space=G0; removed=G3); no_update_volatility->G0 p95=1.476 delta=0.555 regret=0.602 (space=G0; removed=G3); no_relationship_semantics_no_depth->G0 p95=1.476 delta=0.555 regret=0.602 (space=G0; removed=G3),,,,,,,,,,,,4.0,13.203629688465288,19.203629688465288,ablation_strong
ldbc_snb,sf1,IS3_FriendsOfPerson,G3,0.7068826584145427,G0|G3,4,2,2,0.0,0.0,0,always_reference->G3 p95=0.707 delta=0.000 regret=0.000; relationship_type_only->G3 p95=0.707 delta=0.000 regret=0.000,always_embed-> p95=0.000 delta=-0.707 regret=0.000; depth_only-> p95=0.000 delta=-0.707 regret=0.000,1.0,0.7068826584145427,0.0,6,0,6,0.5914654095721267,0.5914654095721266,1,,no_relationship_semantics->G0 p95=1.125 delta=0.418 regret=0.591 (space=G0; removed=G3); no_depth->G0 p95=1.125 delta=0.418 regret=0.591 (space=G0; removed=G3); no_residual_traversal->G0 p95=1.125 delta=0.418 regret=0.591 (space=G0; removed=G3); no_sharedness->G0 p95=1.125 delta=0.418 regret=0.591 (space=G0; removed=G3); no_update_volatility->G0 p95=1.125 delta=0.418 regret=0.591 (space=G0; removed=G3); no_relationship_semantics_no_depth->G0 p95=1.125 delta=0.418 regret=0.591 (space=G0; removed=G3),,,,,,,,,,,,4.0,13.182930819144254,19.182930819144254,ablation_strong
ldbc_snb,sf1,INS5_AddForumMembership,G6,0.6805679993703961,G4|G6,4,1,3,0.4150728769207077,1.2452186307621231,1,always_reference->G6 p95=0.681 delta=0.000 regret=0.000,always_embed->G4 p95=1.528 delta=0.847 regret=1.245; depth_only-> p95=0.000 delta=-0.681 regret=0.000; relationship_type_only-> p95=0.000 delta=-0.681 regret=0.000,1.0,0.6805679993703961,0.0,6,3,3,0.4150728769207077,1.2452186307621231,1,no_depth->G6 p95=0.681 delta=0.000 regret=0.000 (space=G6; removed=G4); no_residual_traversal->G6 p95=0.681 delta=0.000 regret=0.000 (space=G6; removed=G4); no_update_volatility->G6 p95=0.681 delta=0.000 regret=0.000 (space=G4|G6),no_relationship_semantics-> p95=0.000 delta=-0.681 regret=0.000 (removed=G4|G6); no_sharedness->G4 p95=1.528 delta=0.847 regret=1.245 (space=G4; removed=G6); no_relationship_semantics_no_depth-> p95=0.000 delta=-0.681 regret=0.000 (removed=G4|G6),,,,,,,,,,,,7.660291507682831,7.660291507682831,19.150728769207078,joint_strong
ldbc_snb,sf0.1,IS3_FriendsOfPerson,G3,0.7041530450806022,G0|G3,4,2,2,0.0,0.0,0,always_reference->G3 p95=0.704 delta=0.000 regret=0.000; relationship_type_only->G3 p95=0.704 delta=0.000 regret=0.000,always_embed-> p95=0.000 delta=-0.704 regret=0.000; depth_only-> p95=0.000 delta=-0.704 regret=0.000,1.0,0.7041530450806022,0.0,6,0,6,0.5020997982914669,0.5020997982914669,1,,no_relationship_semantics->G0 p95=1.058 delta=0.354 regret=0.502 (space=G0; removed=G3); no_depth->G0 p95=1.058 delta=0.354 regret=0.502 (space=G0; removed=G3); no_residual_traversal->G0 p95=1.058 delta=0.354 regret=0.502 (space=G0; removed=G3); no_sharedness->G0 p95=1.058 delta=0.354 regret=0.502 (space=G0; removed=G3); no_update_volatility->G0 p95=1.058 delta=0.354 regret=0.502 (space=G0; removed=G3); no_relationship_semantics_no_depth->G0 p95=1.058 delta=0.354 regret=0.502 (space=G0; removed=G3),,,,,,,,,,,,4.0,13.004199596582932,19.004199596582932,ablation_strong
imdb,sf0.5,QG9_TopRatedSeriesByGenre,G7,2.054242697340668,G0|G2|G3|G4|G5|G6|G7|G8|G9,4,1,3,12.942862666612006,37.03661001486344,1,always_reference->G7 p95=2.054 delta=0.000 regret=0.000,always_embed->G8 p95=3.895 delta=1.841 regret=0.896; depth_only->G8 p95=3.895 delta=1.841 regret=0.896; relationship_type_only->G2 p95=78.136 delta=76.082 regret=37.037,1.0,2.054242697340668,0.0,6,5,1,0.8959889924862883,0.8959889924862883,1,no_relationship_semantics->G7 p95=2.054 delta=0.000 regret=0.000 (space=G0|G4|G7|G9; removed=G2|G3|G5|G6|G8); no_depth->G7 p95=2.054 delta=0.000 regret=0.000 (space=G0|G2|G3|G5|G6|G7|G9; removed=G4|G8); no_residual_traversal->G7 p95=2.054 delta=0.000 regret=0.000 (space=G0|G2|G3|G5|G6|G7; removed=G4|G8|G9); no_sharedness->G7 p95=2.054 delta=0.000 regret=0.000 (space=G0|G2|G3|G4|G7|G8|G9; removed=G5|G6); no_relationship_semantics_no_depth->G7 p95=2.054 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G2|G3|G4|G5|G6|G8),no_update_volatility->G8 p95=3.895 delta=1.841 regret=0.896 (space=G0|G2|G3|G4|G5|G6|G8|G9; removed=G7),,,,,,,,,,,,13.0,3.7919779849725765,18.687966977458863,baseline_strong_with_ablation_signal
ldbc_snb,sf1,IS6_ForumOfMessage,G3,1294.5043080952018,G0|G3|G7|G9,4,2,2,0.0961249671543017,0.0961249671543017,0,always_reference->G3 p95=1294.504 delta=0.000 regret=0.000; relationship_type_only->G3 p95=1294.504 delta=0.000 regret=0.000,always_embed->G9 p95=1418.938 delta=124.434 regret=0.096; depth_only->G9 p95=1418.938 delta=124.434 regret=0.096,1.0,1294.5043080952018,0.0,6,0,6,0.05783868411185069,0.0578386841118507,0,,no_relationship_semantics->G0 p95=1369.377 delta=74.872 regret=0.058 (space=G0|G7|G9; removed=G3); no_depth->G0 p95=1369.377 delta=74.872 regret=0.058 (space=G0|G7|G9; removed=G3); no_residual_traversal->G0 p95=1369.377 delta=74.872 regret=0.058 (space=G0|G7; removed=G3|G9); no_sharedness->G0 p95=1369.377 delta=74.872 regret=0.058 (space=G0|G7; removed=G3|G9); no_update_volatility->G0 p95=1369.377 delta=74.872 regret=0.058 (space=G0; removed=G3|G7|G9); no_relationship_semantics_no_depth->G0 p95=1369.377 delta=74.872 regret=0.058 (space=G0|G7|G9; removed=G3),official short read / containment path,Post,4.0,3.0,1.0,0.75,containment,1.0,0.106448461162677,short_read,read,4.192249934308604,12.1156773682237,18.40405226968661,weak_or_redundant
ldbc_snb,sf3,IS6_ForumOfMessage,G3,4783.008740656078,G0|G3|G7|G9,4,2,2,0.0533124183271438,0.0533124183271438,0,always_reference->G3 p95=4783.009 delta=0.000 regret=0.000; relationship_type_only->G3 p95=4783.009 delta=0.000 regret=0.000,always_embed->G9 p95=5038.003 delta=254.994 regret=0.053; depth_only->G9 p95=5038.003 delta=254.994 regret=0.053,1.0,4783.008740656078,0.0,6,0,6,0.02623332959229215,0.0530161330977529,0,,no_relationship_semantics->G7 p95=4882.863 delta=99.854 regret=0.021 (space=G0|G7|G9; removed=G3); no_depth->G7 p95=4882.863 delta=99.854 regret=0.021 (space=G0|G7|G9; removed=G3); no_residual_traversal->G7 p95=4882.863 delta=99.854 regret=0.021 (space=G0|G7; removed=G3|G9); no_sharedness->G7 p95=4882.863 delta=99.854 regret=0.021 (space=G0|G7; removed=G3|G9); no_update_volatility->G0 p95=5036.585 delta=253.577 regret=0.053 (space=G0; removed=G3|G7|G9); no_relationship_semantics_no_depth->G7 p95=4882.863 delta=99.854 regret=0.021 (space=G0|G7|G9; removed=G3),official short read / containment path,Post,4.0,3.0,1.0,0.75,containment,1.0,0.106448461162677,short_read,read,4.106624836654287,12.079249462690045,18.23918671767148,weak_or_redundant
ldbc_snb,sf1,INS8_AddFriendship,G3,0.8583541493862863,G0|G3,4,2,2,0.0,0.0,0,always_reference->G3 p95=0.858 delta=0.000 regret=0.000; relationship_type_only->G3 p95=0.858 delta=0.000 regret=0.000,always_embed-> p95=0.000 delta=-0.858 regret=0.000; depth_only-> p95=0.000 delta=-0.858 regret=0.000,1.0,0.8583541493862866,0.0,6,0,6,0.0427446622269882,0.0427446622269882,0,,no_relationship_semantics->G0 p95=0.895 delta=0.037 regret=0.043 (space=G0; removed=G3); no_depth->G0 p95=0.895 delta=0.037 regret=0.043 (space=G0; removed=G3); no_residual_traversal->G0 p95=0.895 delta=0.037 regret=0.043 (space=G0; removed=G3); no_sharedness->G0 p95=0.895 delta=0.037 regret=0.043 (space=G0; removed=G3); no_update_volatility->G0 p95=0.895 delta=0.037 regret=0.043 (space=G0; removed=G3); no_relationship_semantics_no_depth->G0 p95=0.895 delta=0.037 regret=0.043 (space=G0; removed=G3),,,,,,,,,,,,4.0,12.085489324453977,18.085489324453977,weak_or_redundant
ldbc_snb,sf1,IC7_RecentLikers,G6,1.1722147930413485,G0|G3|G4|G6,4,2,2,0.6360715562444548,0.7984132758111305,1,always_reference->G6 p95=1.172 delta=0.000 regret=0.000; depth_only->G6 p95=1.172 delta=0.000 regret=0.000,always_embed->G4 p95=2.108 delta=0.936 regret=0.798; relationship_type_only->G3 p95=1.728 delta=0.555 regret=0.474,1.0,1.1722147930413485,0.0,6,3,3,1.6350703593726008,2.053398901153336,1,no_depth->G6 p95=1.172 delta=0.000 regret=0.000 (space=G0|G6; removed=G3|G4); no_residual_traversal->G6 p95=1.172 delta=0.000 regret=0.000 (space=G0|G6; removed=G3|G4); no_update_volatility->G6 p95=1.172 delta=0.000 regret=0.000 (space=G0|G4|G6; removed=G3),no_relationship_semantics->G0 p95=3.579 delta=2.407 regret=2.053 (space=G0; removed=G3|G4|G6); no_sharedness->G4 p95=2.108 delta=0.936 regret=0.798 (space=G0|G4; removed=G3|G6); no_relationship_semantics_no_depth->G0 p95=3.579 delta=2.407 regret=2.053 (space=G0; removed=G3|G4|G6),official complex read / likes and friend check,Person,5.0,2.0,3.0,0.4,association,1.0,0.106448461162677,complex_read,read,5.434484832055585,9.688469260525936,17.840196508609313,joint_strong
